feature,shap_value,signed_effect,perspective_team
ewm_ypp_away,-0.098228,negative,ATL
elo_home,-0.075325,negative,ATL
pace_plays_min_diff,0.071438,positive,ATL
elo_diff,-0.065596,negative,ATL
ewm_ypp_diff,-0.043239,negative,ATL
ewm_net_pts_diff,-0.033614,negative,ATL
win_pct_diff,0.02734,positive,ATL
travel_miles_diff,0.019766,positive,ATL
win_pct_away,0.01964,positive,ATL
ewm_ypp_home,0.013674,positive,ATL
altitude_home,0.013656,positive,ATL
win_pct_home,0.007841,positive,ATL
ewm_net_pts_home,-0.00667,negative,ATL
ewm_net_pts_away,-0.004943,negative,ATL
rest_days_away,0.004183,positive,ATL
elo_away,-0.00395,negative,ATL
is_dome_home,-0.00337,negative,ATL
rest_days_home,0.003073,positive,ATL
rest_days_diff,-0.002522,negative,ATL
prime_time,-0.002418,negative,ATL
div_game,0.002392,positive,ATL
rest_short_diff,-0.000659,negative,ATL
