feature,shap_value,signed_effect,perspective_team
ewm_net_pts_diff,0.138724,positive,LAC
ewm_ypp_home,-0.091724,negative,LAC
elo_away,0.067517,positive,LAC
ewm_ypp_diff,0.061315,positive,LAC
win_pct_diff,0.061004,positive,LAC
ewm_ypp_away,0.055804,positive,LAC
elo_diff,0.043954,positive,LAC
travel_miles_diff,-0.037335,negative,LAC
elo_home,0.032927,positive,LAC
ewm_net_pts_home,-0.028808,negative,LAC
ewm_net_pts_away,0.01985,positive,LAC
pace_plays_min_diff,0.006546,positive,LAC
rest_days_away,0.006402,positive,LAC
is_dome_home,-0.006194,negative,LAC
win_pct_home,0.004688,positive,LAC
win_pct_away,-0.003837,negative,LAC
rest_days_home,0.002284,positive,LAC
altitude_home,-0.002063,negative,LAC
div_game,-0.001037,negative,LAC
rest_days_diff,-0.001021,negative,LAC
prime_time,-0.000847,negative,LAC
rest_short_diff,-0.000498,negative,LAC
