feature,shap_value,signed_effect,perspective_team
ewm_net_pts_home,-0.094094,negative,MIA
ewm_net_pts_diff,-0.092874,negative,MIA
ewm_ypp_away,-0.084052,negative,MIA
pace_plays_min_diff,0.070245,positive,MIA
ewm_ypp_diff,-0.045873,negative,MIA
ewm_net_pts_away,-0.022786,negative,MIA
travel_miles_diff,0.021925,positive,MIA
win_pct_away,0.016652,positive,MIA
elo_home,0.016075,positive,MIA
ewm_ypp_home,0.015462,positive,MIA
is_dome_home,0.010341,positive,MIA
altitude_home,-0.008383,negative,MIA
rest_days_home,0.005466,positive,MIA
win_pct_diff,-0.004323,negative,MIA
elo_diff,0.004079,positive,MIA
win_pct_home,-0.003985,negative,MIA
rest_days_away,0.003748,positive,MIA
prime_time,-0.003062,negative,MIA
div_game,0.002893,positive,MIA
elo_away,-0.000921,negative,MIA
rest_short_diff,-0.000208,negative,MIA
rest_days_diff,-0.000154,negative,MIA
