feature,shap_value,signed_effect,perspective_team
ewm_ypp_away,-0.147596,negative,BUF
ewm_net_pts_diff,0.140094,positive,BUF
win_pct_diff,0.094161,positive,BUF
ewm_net_pts_home,0.06133,positive,BUF
elo_home,0.054314,positive,BUF
elo_away,-0.03937,negative,BUF
travel_miles_diff,0.029574,positive,BUF
pace_plays_min_diff,-0.027288,negative,BUF
ewm_ypp_diff,0.026689,positive,BUF
altitude_home,-0.017938,negative,BUF
win_pct_home,0.017909,positive,BUF
ewm_net_pts_away,0.014135,positive,BUF
elo_diff,0.010775,positive,BUF
prime_time,0.010714,positive,BUF
ewm_ypp_home,0.010062,positive,BUF
win_pct_away,0.007472,positive,BUF
rest_days_away,0.00743,positive,BUF
rest_days_home,0.006596,positive,BUF
is_dome_home,0.005956,positive,BUF
div_game,0.005424,positive,BUF
rest_days_diff,-0.002601,negative,BUF
rest_short_diff,-0.000448,negative,BUF
