feature,shap_value,signed_effect,perspective_team
ewm_net_pts_diff,0.144162,positive,PIT
elo_diff,0.111939,positive,PIT
win_pct_diff,0.088639,positive,PIT
ewm_ypp_away,0.076795,positive,PIT
pace_plays_min_diff,0.037346,positive,PIT
ewm_ypp_diff,0.035463,positive,PIT
elo_away,0.031042,positive,PIT
ewm_net_pts_away,0.028351,positive,PIT
altitude_home,0.02414,positive,PIT
travel_miles_diff,-0.023772,negative,PIT
win_pct_away,0.02232,positive,PIT
ewm_net_pts_home,-0.017669,negative,PIT
rest_days_away,0.009406,positive,PIT
is_dome_home,0.008682,positive,PIT
rest_days_home,-0.008421,negative,PIT
elo_home,0.008192,positive,PIT
win_pct_home,0.006951,positive,PIT
rest_days_diff,-0.00553,negative,PIT
div_game,0.001852,positive,PIT
prime_time,-0.000341,negative,PIT
rest_short_diff,-0.000327,negative,PIT
ewm_ypp_home,-0.000286,negative,PIT
