feature,shap_value,signed_effect,perspective_team
ewm_ypp_diff,0.226704,positive,BAL
ewm_net_pts_diff,0.170609,positive,BAL
win_pct_diff,0.097765,positive,BAL
ewm_ypp_away,0.094682,positive,BAL
elo_away,0.088461,positive,BAL
elo_diff,0.061964,positive,BAL
ewm_net_pts_away,0.061814,positive,BAL
ewm_net_pts_home,0.053963,positive,BAL
win_pct_away,0.042271,positive,BAL
ewm_ypp_home,0.025257,positive,BAL
elo_home,0.015285,positive,BAL
win_pct_home,0.014207,positive,BAL
rest_days_away,0.011154,positive,BAL
travel_miles_diff,-0.00937,negative,BAL
altitude_home,-0.007521,negative,BAL
pace_plays_min_diff,-0.0067,negative,BAL
is_dome_home,0.004413,positive,BAL
rest_days_home,0.004391,positive,BAL
div_game,0.002033,positive,BAL
prime_time,-0.000707,negative,BAL
rest_days_diff,-0.000558,negative,BAL
rest_short_diff,-0.000417,negative,BAL
