feature,shap_value,signed_effect,perspective_team
ewm_net_pts_home,-0.076432,negative,IND
elo_home,-0.069156,negative,IND
ewm_ypp_diff,-0.063751,negative,IND
ewm_ypp_away,0.062069,positive,IND
pace_plays_min_diff,0.052147,positive,IND
elo_away,0.05039,positive,IND
travel_miles_diff,0.029023,positive,IND
altitude_home,0.026539,positive,IND
elo_diff,0.023213,positive,IND
ewm_net_pts_away,0.018849,positive,IND
ewm_net_pts_diff,-0.015226,negative,IND
is_dome_home,-0.008692,negative,IND
rest_days_home,0.005621,positive,IND
win_pct_away,0.005352,positive,IND
win_pct_home,-0.005159,negative,IND
rest_days_away,0.005007,positive,IND
win_pct_diff,-0.001823,negative,IND
prime_time,-0.001716,negative,IND
ewm_ypp_home,0.001669,positive,IND
div_game,0.001053,positive,IND
rest_short_diff,-0.000619,negative,IND
rest_days_diff,2.1e-05,positive,IND
