feature,shap_value,signed_effect,perspective_team
ewm_net_pts_diff,0.113907,positive,MIN
elo_diff,0.109561,positive,MIN
win_pct_diff,0.102716,positive,MIN
ewm_ypp_diff,-0.074307,negative,MIN
ewm_ypp_away,0.057112,positive,MIN
rest_days_diff,0.054099,positive,MIN
ewm_net_pts_home,0.054089,positive,MIN
ewm_ypp_home,-0.037798,negative,MIN
elo_away,0.028994,positive,MIN
altitude_home,0.028786,positive,MIN
is_dome_home,-0.026616,negative,MIN
win_pct_away,0.022303,positive,MIN
pace_plays_min_diff,0.022009,positive,MIN
ewm_net_pts_away,0.01204,positive,MIN
elo_home,0.009359,positive,MIN
rest_days_away,0.007881,positive,MIN
rest_days_home,-0.005895,negative,MIN
win_pct_home,0.005102,positive,MIN
travel_miles_diff,-0.00301,negative,MIN
div_game,0.001139,positive,MIN
prime_time,-0.000374,negative,MIN
rest_short_diff,-0.000317,negative,MIN
