feature,shap_value,signed_effect,perspective_team
ewm_net_pts_diff,-0.103455,negative,PIT
elo_away,-0.05915,negative,PIT
pace_plays_min_diff,0.051457,positive,PIT
ewm_ypp_away,0.035384,positive,PIT
ewm_ypp_diff,0.034551,positive,PIT
altitude_home,0.03019,positive,PIT
elo_diff,0.019989,positive,PIT
win_pct_away,0.019877,positive,PIT
rest_days_home,-0.018229,negative,PIT
elo_home,0.017724,positive,PIT
travel_miles_diff,0.015744,positive,PIT
prime_time,0.011503,positive,PIT
ewm_net_pts_away,-0.010086,negative,PIT
is_dome_home,0.009638,positive,PIT
win_pct_diff,-0.009611,negative,PIT
rest_days_diff,-0.008799,negative,PIT
rest_days_away,0.005131,positive,PIT
ewm_ypp_home,0.004911,positive,PIT
win_pct_home,0.002959,positive,PIT
div_game,0.00279,positive,PIT
ewm_net_pts_home,-0.001761,negative,PIT
rest_short_diff,-3.3e-05,negative,PIT
