feature,shap_value,signed_effect,perspective_team
ewm_ypp_diff,0.171472,positive,CIN
ewm_net_pts_diff,0.152154,positive,CIN
ewm_ypp_away,0.149318,positive,CIN
elo_diff,-0.100433,negative,CIN
ewm_net_pts_home,0.064922,positive,CIN
pace_plays_min_diff,0.052008,positive,CIN
elo_home,0.036463,positive,CIN
elo_away,-0.033744,negative,CIN
ewm_net_pts_away,0.024095,positive,CIN
rest_days_away,-0.021679,negative,CIN
win_pct_away,0.013228,positive,CIN
win_pct_home,0.008687,positive,CIN
travel_miles_diff,0.008098,positive,CIN
is_dome_home,0.007883,positive,CIN
rest_days_home,0.005423,positive,CIN
ewm_ypp_home,0.005323,positive,CIN
prime_time,-0.005301,negative,CIN
div_game,0.003412,positive,CIN
altitude_home,0.002886,positive,CIN
rest_days_diff,-0.001486,negative,CIN
win_pct_diff,0.000678,positive,CIN
rest_short_diff,6.6e-05,positive,CIN
