feature,shap_value,signed_effect,perspective_team
ewm_net_pts_diff,-0.097677,negative,MIA
ewm_ypp_diff,-0.091268,negative,MIA
win_pct_diff,-0.08745,negative,MIA
elo_diff,-0.08397,negative,MIA
ewm_net_pts_home,-0.080251,negative,MIA
pace_plays_min_diff,0.065191,positive,MIA
ewm_ypp_away,-0.04044,negative,MIA
elo_away,-0.032305,negative,MIA
ewm_net_pts_away,-0.027443,negative,MIA
win_pct_away,-0.024484,negative,MIA
travel_miles_diff,0.015714,positive,MIA
ewm_ypp_home,0.013988,positive,MIA
is_dome_home,0.012397,positive,MIA
altitude_home,-0.009742,negative,MIA
rest_days_away,-0.006592,negative,MIA
div_game,-0.006209,negative,MIA
rest_days_home,0.00541,positive,MIA
elo_home,-0.003042,negative,MIA
prime_time,-0.001367,negative,MIA
rest_days_diff,-0.001148,negative,MIA
win_pct_home,0.00056,positive,MIA
rest_short_diff,0.0,negative,MIA
