game_id,season,week,game_type,gameday,away_team,home_team,away_score,home_score,result,total,spread_line,total_line,n_plays
2021_17_LA_BAL,2021,17,REG,2022-01-02,LA,BAL,20,19,-1,39,-7.0,47.0,171
2021_17_ATL_BUF,2021,17,REG,2022-01-02,ATL,BUF,15,29,14,44,14.0,46.5,164
2021_17_NYG_CHI,2021,17,REG,2022-01-02,NYG,CHI,3,29,26,32,7.0,36.5,158
2021_17_KC_CIN,2021,17,REG,2022-01-02,KC,CIN,31,34,3,65,-3.5,51.0,176
2021_17_LV_IND,2021,17,REG,2022-01-02,LV,IND,23,20,-3,43,8.5,46.5,163
2021_17_JAX_NE,2021,17,REG,2022-01-02,JAX,NE,10,50,40,60,17.5,42.0,157
2021_17_TB_NYJ,2021,17,REG,2022-01-02,TB,NYJ,28,24,-4,52,-14.5,48.0,175
2021_17_MIA_TEN,2021,17,REG,2022-01-02,MIA,TEN,3,34,31,37,3.0,41.0,164
2021_17_PHI_WAS,2021,17,REG,2022-01-02,PHI,WAS,20,16,-4,36,-6.5,44.5,163
2021_17_DEN_LAC,2021,17,REG,2022-01-02,DEN,LAC,13,34,21,47,8.0,45.5,164
2021_17_HOU_SF,2021,17,REG,2022-01-02,HOU,SF,7,23,16,30,14.0,44.0,172
2021_17_ARI_DAL,2021,17,REG,2022-01-02,ARI,DAL,25,22,-3,47,6.5,53.0,185
2021_17_CAR_NO,2021,17,REG,2022-01-02,CAR,NO,10,18,8,28,7.0,37.0,161
2021_17_DET_SEA,2021,17,REG,2022-01-02,DET,SEA,29,51,22,80,8.5,41.5,179
2021_17_MIN_GB,2021,17,REG,2022-01-02,MIN,GB,10,37,27,47,13.0,42.0,169
2021_17_CLE_PIT,2021,17,REG,2022-01-03,CLE,PIT,14,26,12,40,-1.0,43.5,201
2021_18_KC_DEN,2021,18,REG,2022-01-08,KC,DEN,28,24,-4,52,-11.5,44.5,173
2021_18_DAL_PHI,2021,18,REG,2022-01-08,DAL,PHI,51,26,-25,77,-6.5,46.0,176
2021_18_PIT_BAL,2021,18,REG,2022-01-09,PIT,BAL,16,13,-3,29,3.0,41.0,200
2021_18_CIN_CLE,2021,18,REG,2022-01-09,CIN,CLE,16,21,5,37,6.5,38.0,157
2021_18_GB_DET,2021,18,REG,2022-01-09,GB,DET,30,37,7,67,-4.0,45.0,172
2021_18_TEN_HOU,2021,18,REG,2022-01-09,TEN,HOU,28,25,-3,53,-10.5,43.0,167
2021_18_IND_JAX,2021,18,REG,2022-01-09,IND,JAX,11,26,15,37,-14.0,43.0,161
2021_18_CHI_MIN,2021,18,REG,2022-01-09,CHI,MIN,17,31,14,48,3.5,45.5,167
2021_18_WAS_NYG,2021,18,REG,2022-01-09,WAS,NYG,22,7,-15,29,-6.0,36.0,159
2021_18_SEA_ARI,2021,18,REG,2022-01-09,SEA,ARI,38,30,-8,68,5.5,48.0,181
2021_18_NO_ATL,2021,18,REG,2022-01-09,NO,ATL,30,20,-10,50,-4.5,40.0,160
2021_18_NYJ_BUF,2021,18,REG,2022-01-09,NYJ,BUF,10,27,17,37,16.0,43.0,172
2021_18_SF_LA,2021,18,REG,2022-01-09,SF,LA,27,24,-3,51,3.0,46.5,185
2021_18_NE_MIA,2021,18,REG,2022-01-09,NE,MIA,24,33,9,57,-6.0,41.0,181
2021_18_CAR_TB,2021,18,REG,2022-01-09,CAR,TB,17,41,24,58,11.0,43.0,170
2021_18_LAC_LV,2021,18,REG,2022-01-09,LAC,LV,32,35,3,67,-3.5,48.0,225
2021_19_LV_CIN,2021,19,WC,2022-01-15,LV,CIN,19,26,7,45,6.0,48.5,183
2021_19_NE_BUF,2021,19,WC,2022-01-15,NE,BUF,17,47,30,64,4.5,43.0,157
2021_19_PHI_TB,2021,19,WC,2022-01-16,PHI,TB,15,31,16,46,7.5,45.5,182
2021_19_SF_DAL,2021,19,WC,2022-01-16,SF,DAL,23,17,-6,40,3.0,51.0,192
2021_19_PIT_KC,2021,19,WC,2022-01-16,PIT,KC,21,42,21,63,13.0,46.0,177
2021_19_ARI_LA,2021,19,WC,2022-01-17,ARI,LA,11,34,23,45,4.0,49.5,158
2021_20_CIN_TEN,2021,20,DIV,2022-01-22,CIN,TEN,19,16,-3,35,4.0,48.5,164
2021_20_SF_GB,2021,20,DIV,2022-01-22,SF,GB,13,10,-3,23,5.5,47.0,154
2021_20_LA_TB,2021,20,DIV,2022-01-23,LA,TB,30,27,-3,57,2.5,48.0,192
2021_20_BUF_KC,2021,20,DIV,2022-01-23,BUF,KC,36,42,6,78,2.5,54.0,189
2021_21_CIN_KC,2021,21,CON,2022-01-30,CIN,KC,27,24,-3,51,7.0,54.5,183
2021_21_SF_LA,2021,21,CON,2022-01-30,SF,LA,17,20,3,37,3.5,45.5,167
2021_22_LA_CIN,2021,22,SB,2022-02-13,LA,CIN,23,20,-3,43,-4.5,48.5,173
2022_01_BUF_LA,2022,1,REG,2022-09-08,BUF,LA,31,10,-21,41,-1.0,51.5,160
2022_01_NO_ATL,2022,1,REG,2022-09-11,NO,ATL,27,26,-1,53,-6.0,43.5,189
2022_01_CLE_CAR,2022,1,REG,2022-09-11,CLE,CAR,26,24,-2,50,2.5,42.5,184
2022_01_SF_CHI,2022,1,REG,2022-09-11,SF,CHI,10,19,9,29,-6.5,38.0,168
2022_01_PIT_CIN,2022,1,REG,2022-09-11,PIT,CIN,23,20,-3,43,7.5,44.5,214
2022_01_PHI_DET,2022,1,REG,2022-09-11,PHI,DET,38,35,-3,73,-6.0,49.0,198
2022_01_IND_HOU,2022,1,REG,2022-09-11,IND,HOU,20,20,0,40,-7.0,46.0,217
2022_01_NE_MIA,2022,1,REG,2022-09-11,NE,MIA,7,20,13,27,3.0,47.0,152
2022_01_BAL_NYJ,2022,1,REG,2022-09-11,BAL,NYJ,24,9,-15,33,-6.5,44.0,177
2022_01_JAX_WAS,2022,1,REG,2022-09-11,JAX,WAS,22,28,6,50,3.0,43.5,188
2022_01_KC_ARI,2022,1,REG,2022-09-11,KC,ARI,44,21,-23,65,-6.0,54.0,173
2022_01_LV_LAC,2022,1,REG,2022-09-11,LV,LAC,19,24,5,43,3.5,52.5,163
2022_01_GB_MIN,2022,1,REG,2022-09-11,GB,MIN,7,23,16,30,2.5,47.0,163
2022_01_NYG_TEN,2022,1,REG,2022-09-11,NYG,TEN,21,20,-1,41,5.5,43.5,170
2022_01_TB_DAL,2022,1,REG,2022-09-11,TB,DAL,19,3,-16,22,-2.5,49.5,172
2022_01_DEN_SEA,2022,1,REG,2022-09-12,DEN,SEA,16,17,1,33,-6.0,44.0,160
2022_02_LAC_KC,2022,2,REG,2022-09-15,LAC,KC,24,27,3,51,4.0,52.5,174
2022_02_MIA_BAL,2022,2,REG,2022-09-18,MIA,BAL,42,38,-4,80,3.0,44.0,174
2022_02_NYJ_CLE,2022,2,REG,2022-09-18,NYJ,CLE,31,30,-1,61,6.5,38.5,184
2022_02_WAS_DET,2022,2,REG,2022-09-18,WAS,DET,27,36,9,63,-1.0,48.5,179
2022_02_IND_JAX,2022,2,REG,2022-09-18,IND,JAX,0,24,24,24,-3.0,43.5,156
2022_02_TB_NO,2022,2,REG,2022-09-18,TB,NO,20,10,-10,30,-2.5,44.0,176
2022_02_CAR_NYG,2022,2,REG,2022-09-18,CAR,NYG,16,19,3,35,-1.0,44.0,174
2022_02_NE_PIT,2022,2,REG,2022-09-18,NE,PIT,17,14,-3,31,-3.0,40.0,168
2022_02_ATL_LA,2022,2,REG,2022-09-18,ATL,LA,27,31,4,58,10.5,46.5,163
2022_02_SEA_SF,2022,2,REG,2022-09-18,SEA,SF,7,27,20,34,8.5,40.0,162
2022_02_CIN_DAL,2022,2,REG,2022-09-18,CIN,DAL,17,20,3,37,-7.5,42.0,176
2022_02_HOU_DEN,2022,2,REG,2022-09-18,HOU,DEN,9,16,7,25,10.5,46.0,180
2022_02_ARI_LV,2022,2,REG,2022-09-18,ARI,LV,29,23,-6,52,5.5,51.5,199
2022_02_CHI_GB,2022,2,REG,2022-09-18,CHI,GB,10,27,17,37,10.5,42.0,147
2022_02_TEN_BUF,2022,2,REG,2022-09-19,TEN,BUF,7,41,34,48,10.0,47.5,166
2022_02_MIN_PHI,2022,2,REG,2022-09-19,MIN,PHI,7,24,17,31,2.5,49.5,169
2022_03_PIT_CLE,2022,3,REG,2022-09-22,PIT,CLE,17,29,12,46,4.5,38.0,177
2022_03_NO_CAR,2022,3,REG,2022-09-25,NO,CAR,14,22,8,36,-2.0,41.0,175
2022_03_HOU_CHI,2022,3,REG,2022-09-25,HOU,CHI,20,23,3,43,3.0,40.0,166
2022_03_KC_IND,2022,3,REG,2022-09-25,KC,IND,17,20,3,37,-4.5,51.0,170
2022_03_BUF_MIA,2022,3,REG,2022-09-25,BUF,MIA,19,21,2,40,-4.0,54.0,175
2022_03_DET_MIN,2022,3,REG,2022-09-25,DET,MIN,24,28,4,52,6.5,52.0,194
2022_03_BAL_NE,2022,3,REG,2022-09-25,BAL,NE,37,26,-11,63,-2.5,45.5,167
2022_03_CIN_NYJ,2022,3,REG,2022-09-25,CIN,NYJ,27,12,-15,39,-6.5,46.0,188
2022_03_LV_TEN,2022,3,REG,2022-09-25,LV,TEN,22,24,2,46,-1.5,45.5,171
2022_03_PHI_WAS,2022,3,REG,2022-09-25,PHI,WAS,24,8,-16,32,-6.0,47.0,188
2022_03_JAX_LAC,2022,3,REG,2022-09-25,JAX,LAC,38,10,-28,48,6.5,46.0,173
2022_03_LA_ARI,2022,3,REG,2022-09-25,LA,ARI,20,12,-8,32,-3.5,49.0,175
2022_03_ATL_SEA,2022,3,REG,2022-09-25,ATL,SEA,27,23,-4,50,1.0,43.0,164
2022_03_GB_TB,2022,3,REG,2022-09-25,GB,TB,14,12,-2,26,1.0,41.5,170
2022_03_SF_DEN,2022,3,REG,2022-09-25,SF,DEN,10,11,1,21,-1.0,44.0,172
2022_03_DAL_NYG,2022,3,REG,2022-09-26,DAL,NYG,23,16,-7,39,1.0,38.5,182
2022_04_MIA_CIN,2022,4,REG,2022-09-29,MIA,CIN,15,27,12,42,4.0,48.5,173
2022_04_MIN_NO,2022,4,REG,2022-10-02,MIN,NO,28,25,-3,53,-4.0,42.0,181
2022_04_CLE_ATL,2022,4,REG,2022-10-02,CLE,ATL,20,23,3,43,-1.0,48.0,165
2022_04_BUF_BAL,2022,4,REG,2022-10-02,BUF,BAL,23,20,-3,43,-3.0,50.0,172
2022_04_WAS_DAL,2022,4,REG,2022-10-02,WAS,DAL,10,25,15,35,3.0,40.5,181
2022_04_SEA_DET,2022,4,REG,2022-10-02,SEA,DET,48,45,-3,93,3.0,48.5,195
2022_04_LAC_HOU,2022,4,REG,2022-10-02,LAC,HOU,34,24,-10,58,-5.5,45.0,175
2022_04_TEN_IND,2022,4,REG,2022-10-02,TEN,IND,24,17,-7,41,4.5,43.0,159
2022_04_CHI_NYG,2022,4,REG,2022-10-02,CHI,NYG,12,20,8,32,3.0,39.0,174
2022_04_JAX_PHI,2022,4,REG,2022-10-02,JAX,PHI,21,29,8,50,6.5,44.0,167
2022_04_NYJ_PIT,2022,4,REG,2022-10-02,NYJ,PIT,24,20,-4,44,3.0,41.0,177
2022_04_ARI_CAR,2022,4,REG,2022-10-02,ARI,CAR,26,16,-10,42,1.0,44.0,166
2022_04_NE_GB,2022,4,REG,2022-10-02,NE,GB,24,27,3,51,10.0,40.5,184
2022_04_DEN_LV,2022,4,REG,2022-10-02,DEN,LV,23,32,9,55,2.5,45.5,174
2022_04_KC_TB,2022,4,REG,2022-10-02,KC,TB,41,31,-10,72,1.0,46.5,188
2022_04_LA_SF,2022,4,REG,2022-10-03,LA,SF,9,24,15,33,1.0,42.0,164
2022_05_IND_DEN,2022,5,REG,2022-10-06,IND,DEN,12,9,-3,21,3.5,42.0,204
2022_05_NYG_GB,2022,5,REG,2022-10-09,NYG,GB,27,22,-5,49,8.5,42.0,167
2022_05_PIT_BUF,2022,5,REG,2022-10-09,PIT,BUF,3,38,35,41,14.0,44.0,170
2022_05_LAC_CLE,2022,5,REG,2022-10-09,LAC,CLE,30,28,-2,58,-1.0,47.0,179
2022_05_HOU_JAX,2022,5,REG,2022-10-09,HOU,JAX,13,6,-7,19,7.0,44.0,169
2022_05_CHI_MIN,2022,5,REG,2022-10-09,CHI,MIN,22,29,7,51,10.0,44.0,167
2022_05_DET_NE,2022,5,REG,2022-10-09,DET,NE,0,29,29,29,3.0,46.5,162
2022_05_SEA_NO,2022,5,REG,2022-10-09,SEA,NO,32,39,7,71,5.5,45.5,187
2022_05_MIA_NYJ,2022,5,REG,2022-10-09,MIA,NYJ,17,40,23,57,-3.0,46.0,170
2022_05_ATL_TB,2022,5,REG,2022-10-09,ATL,TB,15,21,6,36,10.5,46.0,182
2022_05_TEN_WAS,2022,5,REG,2022-10-09,TEN,WAS,21,17,-4,38,-1.0,43.0,173
2022_05_SF_CAR,2022,5,REG,2022-10-09,SF,CAR,37,15,-22,52,-6.0,40.0,180
2022_05_PHI_ARI,2022,5,REG,2022-10-09,PHI,ARI,20,17,-3,37,-5.5,48.5,182
2022_05_DAL_LA,2022,5,REG,2022-10-09,DAL,LA,22,10,-12,32,5.5,42.0,165
2022_05_CIN_BAL,2022,5,REG,2022-10-09,CIN,BAL,17,19,2,36,3.0,47.5,166
2022_05_LV_KC,2022,5,REG,2022-10-10,LV,KC,29,30,1,59,7.5,51.5,179
2022_06_WAS_CHI,2022,6,REG,2022-10-13,WAS,CHI,12,7,-5,19,-1.0,38.5,167
2022_06_SF_ATL,2022,6,REG,2022-10-16,SF,ATL,14,28,14,42,-3.5,46.0,158
2022_06_NE_CLE,2022,6,REG,2022-10-16,NE,CLE,38,15,-23,53,2.5,43.0,186
2022_06_NYJ_GB,2022,6,REG,2022-10-16,NYJ,GB,27,10,-17,37,7.5,44.5,172
2022_06_JAX_IND,2022,6,REG,2022-10-16,JAX,IND,27,34,7,61,1.0,41.0,183
2022_06_MIN_MIA,2022,6,REG,2022-10-16,MIN,MIA,24,16,-8,40,-3.0,45.0,177
2022_06_CIN_NO,2022,6,REG,2022-10-16,CIN,NO,30,26,-4,56,-3.0,42.5,174
2022_06_BAL_NYG,2022,6,REG,2022-10-16,BAL,NYG,20,24,4,44,-5.5,46.0,167
2022_06_TB_PIT,2022,6,REG,2022-10-16,TB,PIT,18,20,2,38,-10.0,47.0,183
2022_06_CAR_LA,2022,6,REG,2022-10-16,CAR,LA,10,24,14,34,10.0,41.5,152
2022_06_ARI_SEA,2022,6,REG,2022-10-16,ARI,SEA,9,19,10,28,-2.5,50.0,185
2022_06_BUF_KC,2022,6,REG,2022-10-16,BUF,KC,24,20,-4,44,-2.5,54.0,180
2022_06_DAL_PHI,2022,6,REG,2022-10-16,DAL,PHI,17,26,9,43,6.5,42.5,174
2022_06_DEN_LAC,2022,6,REG,2022-10-17,DEN,LAC,16,19,3,35,3.5,45.5,201
2022_07_NO_ARI,2022,7,REG,2022-10-20,NO,ARI,34,42,8,76,2.5,44.0,188
2022_07_CLE_BAL,2022,7,REG,2022-10-23,CLE,BAL,20,23,3,43,6.5,46.0,167
2022_07_TB_CAR,2022,7,REG,2022-10-23,TB,CAR,3,21,18,24,-13.0,39.5,152
2022_07_ATL_CIN,2022,7,REG,2022-10-23,ATL,CIN,17,35,18,52,6.5,47.5,155
2022_07_DET_DAL,2022,7,REG,2022-10-23,DET,DAL,6,24,18,30,7.0,49.5,159
2022_07_NYG_JAX,2022,7,REG,2022-10-23,NYG,JAX,23,17,-6,40,3.0,44.0,190
2022_07_IND_TEN,2022,7,REG,2022-10-23,IND,TEN,10,19,9,29,2.5,43.0,158
2022_07_GB_WAS,2022,7,REG,2022-10-23,GB,WAS,21,23,2,44,-4.0,41.5,172
2022_07_NYJ_DEN,2022,7,REG,2022-10-23,NYJ,DEN,16,9,-7,25,-2.0,37.0,181
2022_07_HOU_LV,2022,7,REG,2022-10-23,HOU,LV,20,38,18,58,7.0,46.0,161
2022_07_SEA_LAC,2022,7,REG,2022-10-23,SEA,LAC,37,23,-14,60,5.5,51.5,183
2022_07_KC_SF,2022,7,REG,2022-10-23,KC,SF,44,23,-21,67,-1.0,49.0,185
2022_07_PIT_MIA,2022,7,REG,2022-10-23,PIT,MIA,10,16,6,26,7.5,44.5,178
2022_07_CHI_NE,2022,7,REG,2022-10-24,CHI,NE,33,14,-19,47,9.5,40.0,161
2022_08_BAL_TB,2022,8,REG,2022-10-27,BAL,TB,27,22,-5,49,2.0,46.0,190
2022_08_DEN_JAX,2022,8,REG,2022-10-30,DEN,JAX,21,17,-4,38,1.0,41.0,178
2022_08_CAR_ATL,2022,8,REG,2022-10-30,CAR,ATL,34,37,3,71,4.5,41.0,204
2022_08_CHI_DAL,2022,8,REG,2022-10-30,CHI,DAL,29,49,20,78,10.5,43.0,182
2022_08_MIA_DET,2022,8,REG,2022-10-30,MIA,DET,31,27,-4,58,-3.5,52.0,165
2022_08_ARI_MIN,2022,8,REG,2022-10-30,ARI,MIN,26,34,8,60,4.0,48.5,197
2022_08_LV_NO,2022,8,REG,2022-10-30,LV,NO,0,24,24,24,-1.0,48.5,157
2022_08_NE_NYJ,2022,8,REG,2022-10-30,NE,NYJ,22,17,-5,39,-3.0,40.0,181
2022_08_PIT_PHI,2022,8,REG,2022-10-30,PIT,PHI,13,35,22,48,11.0,43.0,173
2022_08_TEN_HOU,2022,8,REG,2022-10-30,TEN,HOU,17,10,-7,27,-1.0,39.0,156
2022_08_WAS_IND,2022,8,REG,2022-10-30,WAS,IND,17,16,-1,33,3.0,40.5,157
2022_08_SF_LA,2022,8,REG,2022-10-30,SF,LA,31,14,-17,45,-1.0,42.0,147
2022_08_NYG_SEA,2022,8,REG,2022-10-30,NYG,SEA,13,27,14,40,3.0,44.5,174
2022_08_GB_BUF,2022,8,REG,2022-10-30,GB,BUF,17,27,10,44,10.5,47.0,163
2022_08_CIN_CLE,2022,8,REG,2022-10-31,CIN,CLE,13,32,19,45,-3.0,45.0,163
2022_09_PHI_HOU,2022,9,REG,2022-11-03,PHI,HOU,29,17,-12,46,-14.0,45.5,163
2022_09_LAC_ATL,2022,9,REG,2022-11-06,LAC,ATL,20,17,-3,37,-2.5,49.5,168
2022_09_MIA_CHI,2022,9,REG,2022-11-06,MIA,CHI,35,32,-3,67,-4.0,46.0,170
2022_09_CAR_CIN,2022,9,REG,2022-11-06,CAR,CIN,21,42,21,63,7.0,43.0,164
2022_09_GB_DET,2022,9,REG,2022-11-06,GB,DET,9,15,6,24,-4.0,49.5,163
2022_09_LV_JAX,2022,9,REG,2022-11-06,LV,JAX,20,27,7,47,-2.5,47.5,172
2022_09_IND_NE,2022,9,REG,2022-11-06,IND,NE,3,26,23,29,5.0,40.0,171
2022_09_BUF_NYJ,2022,9,REG,2022-11-06,BUF,NYJ,17,20,3,37,-11.0,46.0,161
2022_09_MIN_WAS,2022,9,REG,2022-11-06,MIN,WAS,20,17,-3,37,-3.0,43.5,172
2022_09_SEA_ARI,2022,9,REG,2022-11-06,SEA,ARI,31,21,-10,52,1.5,49.5,184
2022_09_LA_TB,2022,9,REG,2022-11-06,LA,TB,13,16,3,29,3.0,43.0,190
2022_09_TEN_KC,2022,9,REG,2022-11-06,TEN,KC,17,20,3,37,14.0,45.0,198
2022_09_BAL_NO,2022,9,REG,2022-11-07,BAL,NO,27,13,-14,40,-1.0,46.0,162
2022_10_ATL_CAR,2022,10,REG,2022-11-10,ATL,CAR,15,25,10,40,-2.5,41.5,176
2022_10_SEA_TB,2022,10,REG,2022-11-13,SEA,TB,16,21,5,37,2.5,45.0,164
2022_10_MIN_BUF,2022,10,REG,2022-11-13,MIN,BUF,33,30,-3,63,6.5,47.0,212
2022_10_DET_CHI,2022,10,REG,2022-11-13,DET,CHI,31,30,-1,61,3.0,48.5,163
2022_10_JAX_KC,2022,10,REG,2022-11-13,JAX,KC,17,27,10,44,10.0,51.5,165
2022_10_CLE_MIA,2022,10,REG,2022-11-13,CLE,MIA,17,39,22,56,3.0,49.0,170
2022_10_HOU_NYG,2022,10,REG,2022-11-13,HOU,NYG,16,24,8,40,5.5,41.5,180
2022_10_NO_PIT,2022,10,REG,2022-11-13,NO,PIT,10,20,10,30,1.0,39.5,169
2022_10_DEN_TEN,2022,10,REG,2022-11-13,DEN,TEN,10,17,7,27,2.5,40.0,190
2022_10_IND_LV,2022,10,REG,2022-11-13,IND,LV,25,20,-5,45,4.5,41.0,171
2022_10_DAL_GB,2022,10,REG,2022-11-13,DAL,GB,28,31,3,59,-3.5,44.5,195
2022_10_ARI_LA,2022,10,REG,2022-11-13,ARI,LA,27,17,-10,44,3.5,38.0,177
2022_10_LAC_SF,2022,10,REG,2022-11-13,LAC,SF,16,22,6,38,8.5,45.5,173
2022_10_WAS_PHI,2022,10,REG,2022-11-14,WAS,PHI,32,21,-11,53,11.0,43.0,175
2022_11_TEN_GB,2022,11,REG,2022-11-17,TEN,GB,27,17,-10,44,3.0,40.5,162
2022_11_CHI_ATL,2022,11,REG,2022-11-20,CHI,ATL,24,27,3,51,3.0,48.5,165
2022_11_CAR_BAL,2022,11,REG,2022-11-20,CAR,BAL,3,13,10,16,13.0,42.0,169
2022_11_CLE_BUF,2022,11,REG,2022-11-20,CLE,BUF,23,31,8,54,7.5,50.5,188
2022_11_WAS_HOU,2022,11,REG,2022-11-20,WAS,HOU,23,10,-13,33,-3.0,41.0,166
2022_11_PHI_IND,2022,11,REG,2022-11-20,PHI,IND,17,16,-1,33,-6.5,45.5,173
2022_11_NYJ_NE,2022,11,REG,2022-11-20,NYJ,NE,3,10,7,13,3.5,38.5,162
2022_11_LA_NO,2022,11,REG,2022-11-20,LA,NO,20,27,7,47,2.5,39.5,168
2022_11_DET_NYG,2022,11,REG,2022-11-20,DET,NYG,31,18,-13,49,3.0,44.0,183
2022_11_LV_DEN,2022,11,REG,2022-11-20,LV,DEN,22,16,-6,38,2.5,41.5,177
2022_11_DAL_MIN,2022,11,REG,2022-11-20,DAL,MIN,40,3,-37,43,-1.5,48.5,173
2022_11_CIN_PIT,2022,11,REG,2022-11-20,CIN,PIT,37,30,-7,67,-3.5,39.0,197
2022_11_KC_LAC,2022,11,REG,2022-11-20,KC,LAC,30,27,-3,57,-5.5,52.5,174
2022_11_SF_ARI,2022,11,REG,2022-11-21,SF,ARI,38,10,-28,48,-10.0,43.5,166
2022_12_BUF_DET,2022,12,REG,2022-11-24,BUF,DET,28,25,-3,53,-10.0,54.0,187
2022_12_NYG_DAL,2022,12,REG,2022-11-24,NYG,DAL,20,28,8,48,10.5,45.5,182
2022_12_NE_MIN,2022,12,REG,2022-11-24,NE,MIN,26,33,7,59,2.5,42.5,172
2022_12_DEN_CAR,2022,12,REG,2022-11-27,DEN,CAR,10,23,13,33,-1.0,36.5,170
2022_12_TB_CLE,2022,12,REG,2022-11-27,TB,CLE,17,23,6,40,-3.0,42.0,198
2022_12_BAL_JAX,2022,12,REG,2022-11-27,BAL,JAX,27,28,1,55,-3.5,43.0,179
2022_12_HOU_MIA,2022,12,REG,2022-11-27,HOU,MIA,15,30,15,45,14.0,47.0,180
2022_12_CHI_NYJ,2022,12,REG,2022-11-27,CHI,NYJ,10,31,21,41,8.5,36.5,157
2022_12_CIN_TEN,2022,12,REG,2022-11-27,CIN,TEN,20,16,-4,36,-1.0,43.0,170
2022_12_ATL_WAS,2022,12,REG,2022-11-27,ATL,WAS,13,19,6,32,3.5,40.5,156
2022_12_LAC_ARI,2022,12,REG,2022-11-27,LAC,ARI,25,24,-1,49,-2.5,48.5,175
2022_12_LV_SEA,2022,12,REG,2022-11-27,LV,SEA,40,34,-6,74,4.0,47.5,192
2022_12_LA_KC,2022,12,REG,2022-11-27,LA,KC,10,26,16,36,16.5,42.0,169
2022_12_NO_SF,2022,12,REG,2022-11-27,NO,SF,0,13,13,13,9.5,44.0,158
2022_12_GB_PHI,2022,12,REG,2022-11-27,GB,PHI,33,40,7,73,6.5,46.0,175
2022_12_PIT_IND,2022,12,REG,2022-11-28,PIT,IND,24,17,-7,41,2.5,40.0,171
2022_13_BUF_NE,2022,13,REG,2022-12-01,BUF,NE,24,10,-14,34,-3.5,43.5,166
2022_13_PIT_ATL,2022,13,REG,2022-12-04,PIT,ATL,19,16,-3,35,-1.0,43.0,161
2022_13_DEN_BAL,2022,13,REG,2022-12-04,DEN,BAL,9,10,1,19,9.5,40.5,168
2022_13_GB_CHI,2022,13,REG,2022-12-04,GB,CHI,28,19,-9,47,-4.0,45.0,156
2022_13_JAX_DET,2022,13,REG,2022-12-04,JAX,DET,14,40,26,54,1.0,51.5,171
2022_13_CLE_HOU,2022,13,REG,2022-12-04,CLE,HOU,27,14,-13,41,-7.5,47.0,173
2022_13_NYJ_MIN,2022,13,REG,2022-12-04,NYJ,MIN,22,27,5,49,3.0,44.0,200
2022_13_WAS_NYG,2022,13,REG,2022-12-04,WAS,NYG,20,20,0,40,-2.5,40.0,201
2022_13_TEN_PHI,2022,13,REG,2022-12-04,TEN,PHI,10,35,25,45,5.0,44.5,176
2022_13_SEA_LA,2022,13,REG,2022-12-04,SEA,LA,27,23,-4,50,-7.0,41.0,177
2022_13_MIA_SF,2022,13,REG,2022-12-04,MIA,SF,17,33,16,50,4.5,46.0,178
2022_13_KC_CIN,2022,13,REG,2022-12-04,KC,CIN,24,27,3,51,-2.5,53.0,164
2022_13_LAC_LV,2022,13,REG,2022-12-04,LAC,LV,20,27,7,47,2.5,49.0,182
2022_13_IND_DAL,2022,13,REG,2022-12-04,IND,DAL,19,54,35,73,11.0,44.5,181
2022_13_NO_TB,2022,13,REG,2022-12-05,NO,TB,16,17,1,33,3.5,41.0,179
2022_14_LV_LA,2022,14,REG,2022-12-08,LV,LA,16,17,1,33,-6.5,42.5,164
2022_14_NYJ_BUF,2022,14,REG,2022-12-11,NYJ,BUF,12,20,8,32,10.0,43.5,179
2022_14_CLE_CIN,2022,14,REG,2022-12-11,CLE,CIN,10,23,13,33,4.5,47.0,178
2022_14_HOU_DAL,2022,14,REG,2022-12-11,HOU,DAL,23,27,4,50,17.0,44.5,182
2022_14_MIN_DET,2022,14,REG,2022-12-11,MIN,DET,23,34,11,57,2.5,51.5,181
2022_14_PHI_NYG,2022,14,REG,2022-12-11,PHI,NYG,48,22,-26,70,-7.5,44.5,174
2022_14_BAL_PIT,2022,14,REG,2022-12-11,BAL,PIT,16,14,-2,30,1.5,37.0,149
2022_14_JAX_TEN,2022,14,REG,2022-12-11,JAX,TEN,36,22,-14,58,3.0,42.0,181
2022_14_KC_DEN,2022,14,REG,2022-12-11,KC,DEN,34,28,-6,62,-8.5,44.5,188
2022_14_CAR_SEA,2022,14,REG,2022-12-11,CAR,SEA,30,24,-6,54,3.5,44.5,168
2022_14_TB_SF,2022,14,REG,2022-12-11,TB,SF,7,35,28,42,3.5,38.0,175
2022_14_MIA_LAC,2022,14,REG,2022-12-11,MIA,LAC,17,23,6,40,-3.0,54.5,178
2022_14_NE_ARI,2022,14,REG,2022-12-12,NE,ARI,27,13,-14,40,-2.0,44.0,177
2022_15_SF_SEA,2022,15,REG,2022-12-15,SF,SEA,21,13,-8,34,-3.0,43.0,170
2022_15_IND_MIN,2022,15,REG,2022-12-17,IND,MIN,36,39,3,75,3.5,46.5,240
2022_15_BAL_CLE,2022,15,REG,2022-12-17,BAL,CLE,3,13,10,16,2.5,39.5,161
2022_15_MIA_BUF,2022,15,REG,2022-12-17,MIA,BUF,29,32,3,61,7.0,44.0,186
2022_15_PIT_CAR,2022,15,REG,2022-12-18,PIT,CAR,24,16,-8,40,2.5,36.5,156
2022_15_PHI_CHI,2022,15,REG,2022-12-18,PHI,CHI,25,20,-5,45,-8.5,48.0,174
