feature,shap_value,signed_effect,perspective_team
elo_diff,-0.164662,negative,CHI
ewm_ypp_away,-0.131192,negative,CHI
ewm_net_pts_diff,0.110607,positive,CHI
pace_plays_min_diff,0.06996,positive,CHI
elo_away,-0.047433,negative,CHI
travel_miles_diff,-0.028244,negative,CHI
elo_home,0.026884,positive,CHI
ewm_net_pts_away,0.018857,positive,CHI
altitude_home,0.018772,positive,CHI
win_pct_diff,-0.018169,negative,CHI
ewm_net_pts_home,0.016362,positive,CHI
rest_days_home,-0.014775,negative,CHI
win_pct_away,0.01075,positive,CHI
ewm_ypp_home,0.010109,positive,CHI
ewm_ypp_diff,0.009308,positive,CHI
rest_days_diff,-0.00928,negative,CHI
is_dome_home,0.007807,positive,CHI
rest_days_away,0.00387,positive,CHI
div_game,-0.00361,negative,CHI
rest_short_diff,-0.00322,negative,CHI
prime_time,-0.002621,negative,CHI
win_pct_home,0.001739,positive,CHI
