feature,shap_value,signed_effect,perspective_team
win_pct_diff,0.120809,positive,MIA
ewm_ypp_away,-0.108972,negative,MIA
ewm_net_pts_diff,-0.095853,negative,MIA
ewm_net_pts_home,-0.089789,negative,MIA
pace_plays_min_diff,0.056831,positive,MIA
travel_miles_diff,0.04738,positive,MIA
elo_diff,0.033719,positive,MIA
ewm_ypp_diff,-0.031761,negative,MIA
elo_away,0.031102,positive,MIA
ewm_net_pts_away,-0.02153,negative,MIA
altitude_home,-0.018928,negative,MIA
elo_home,0.018158,positive,MIA
is_dome_home,0.010684,positive,MIA
ewm_ypp_home,0.009542,positive,MIA
win_pct_away,0.009056,positive,MIA
win_pct_home,0.008023,positive,MIA
rest_days_home,0.005207,positive,MIA
rest_days_away,0.003602,positive,MIA
prime_time,-0.002612,negative,MIA
div_game,0.001328,positive,MIA
rest_short_diff,-0.000371,negative,MIA
rest_days_diff,-0.000129,negative,MIA
