feature,shap_value,signed_effect,perspective_team
win_pct_diff,0.116954,positive,DEN
ewm_net_pts_home,0.058437,positive,DEN
elo_home,0.055977,positive,DEN
elo_diff,0.05334,positive,DEN
ewm_net_pts_diff,-0.052306,negative,DEN
win_pct_home,0.051088,positive,DEN
ewm_ypp_diff,-0.027429,negative,DEN
win_pct_away,-0.026495,negative,DEN
ewm_ypp_away,-0.026032,negative,DEN
elo_away,-0.023955,negative,DEN
ewm_ypp_home,-0.019382,negative,DEN
travel_miles_diff,0.017989,positive,DEN
pace_plays_min_diff,-0.017802,negative,DEN
is_dome_home,0.013722,positive,DEN
ewm_net_pts_away,-0.011179,negative,DEN
altitude_home,0.00861,positive,DEN
prime_time,0.006904,positive,DEN
rest_days_diff,-0.00562,negative,DEN
rest_short_diff,-0.00297,negative,DEN
rest_days_home,0.002675,positive,DEN
rest_days_away,0.002065,positive,DEN
div_game,0.001625,positive,DEN
