feature,shap_value,signed_effect,perspective_team
ewm_net_pts_diff,0.119869,positive,LAC
ewm_ypp_home,-0.086599,negative,LAC
elo_away,0.083749,positive,LAC
ewm_ypp_diff,-0.076775,negative,LAC
win_pct_diff,0.074737,positive,LAC
elo_diff,0.062704,positive,LAC
elo_home,0.047519,positive,LAC
ewm_net_pts_away,-0.043718,negative,LAC
travel_miles_diff,-0.031844,negative,LAC
ewm_ypp_away,0.026976,positive,LAC
rest_days_away,-0.022143,negative,LAC
ewm_net_pts_home,-0.01411,negative,LAC
pace_plays_min_diff,0.014013,positive,LAC
win_pct_home,0.010238,positive,LAC
is_dome_home,-0.008101,negative,LAC
altitude_home,-0.006408,negative,LAC
rest_days_home,-0.006018,negative,LAC
win_pct_away,0.002569,positive,LAC
rest_days_diff,-0.001277,negative,LAC
rest_short_diff,-0.000436,negative,LAC
div_game,0.000299,positive,LAC
prime_time,-0.000181,negative,LAC
