feature,shap_value,signed_effect,perspective_team
ewm_ypp_away,-0.073231,negative,LA
ewm_net_pts_away,-0.064409,negative,LA
pace_plays_min_diff,0.060874,positive,LA
elo_away,-0.06015,negative,LA
ewm_net_pts_diff,-0.052559,negative,LA
elo_diff,-0.046005,negative,LA
ewm_net_pts_home,0.040674,positive,LA
ewm_ypp_home,-0.040653,negative,LA
is_dome_home,-0.028174,negative,LA
win_pct_diff,-0.023844,negative,LA
ewm_ypp_diff,0.02035,positive,LA
win_pct_away,-0.018794,negative,LA
travel_miles_diff,-0.018625,negative,LA
elo_home,0.017195,positive,LA
prime_time,0.014737,positive,LA
win_pct_home,0.00932,positive,LA
altitude_home,-0.003939,negative,LA
rest_days_home,-0.003581,negative,LA
rest_days_diff,-0.003341,negative,LA
div_game,0.002729,positive,LA
rest_days_away,0.00042,positive,LA
rest_short_diff,-0.000212,negative,LA
