feature,shap_value,signed_effect,perspective_team
win_pct_diff,-0.122148,negative,LAC
ewm_net_pts_diff,-0.076863,negative,LAC
elo_home,0.048228,positive,LAC
pace_plays_min_diff,0.04497,positive,LAC
elo_away,-0.044146,negative,LAC
is_dome_home,-0.029742,negative,LAC
ewm_ypp_away,0.026553,positive,LAC
ewm_ypp_diff,-0.026318,negative,LAC
win_pct_away,-0.026204,negative,LAC
ewm_ypp_home,-0.01863,negative,LAC
elo_diff,0.013174,positive,LAC
rest_days_diff,-0.011915,negative,LAC
rest_days_away,-0.010889,negative,LAC
ewm_net_pts_away,-0.006331,negative,LAC
travel_miles_diff,0.00553,positive,LAC
win_pct_home,0.005471,positive,LAC
rest_days_home,0.004644,positive,LAC
ewm_net_pts_home,-0.003506,negative,LAC
prime_time,-0.003167,negative,LAC
altitude_home,-0.002599,negative,LAC
div_game,0.000983,positive,LAC
rest_short_diff,-3e-05,negative,LAC
