feature,shap_value,signed_effect,perspective_team
elo_diff,-0.146908,negative,ARI
ewm_net_pts_home,-0.107533,negative,ARI
ewm_net_pts_diff,-0.090595,negative,ARI
ewm_ypp_away,-0.089339,negative,ARI
elo_away,-0.060368,negative,ARI
pace_plays_min_diff,0.04599,positive,ARI
ewm_ypp_diff,-0.039895,negative,ARI
travel_miles_diff,0.025066,positive,ARI
ewm_net_pts_away,-0.023888,negative,ARI
win_pct_diff,-0.021958,negative,ARI
win_pct_away,0.013181,positive,ARI
ewm_ypp_home,-0.01086,negative,ARI
is_dome_home,-0.006869,negative,ARI
rest_days_home,0.00565,positive,ARI
rest_days_away,0.004132,positive,ARI
div_game,-0.003558,negative,ARI
prime_time,-0.002715,negative,ARI
elo_home,0.001614,positive,ARI
win_pct_home,0.001323,positive,ARI
rest_days_diff,-0.000828,negative,ARI
altitude_home,-0.000773,negative,ARI
rest_short_diff,-0.00067,negative,ARI
