feature,shap_value,signed_effect,perspective_team
elo_diff,-0.167899,negative,CAR
elo_home,-0.096631,negative,CAR
pace_plays_min_diff,0.079869,positive,CAR
elo_away,-0.066241,negative,CAR
ewm_net_pts_diff,-0.0614,negative,CAR
ewm_ypp_diff,-0.057289,negative,CAR
ewm_ypp_away,-0.034069,negative,CAR
ewm_net_pts_home,-0.027318,negative,CAR
altitude_home,0.023725,positive,CAR
ewm_net_pts_away,-0.022509,negative,CAR
travel_miles_diff,0.016731,positive,CAR
win_pct_away,0.014964,positive,CAR
win_pct_diff,-0.013088,negative,CAR
is_dome_home,0.010424,positive,CAR
ewm_ypp_home,0.006479,positive,CAR
rest_days_away,-0.004813,negative,CAR
win_pct_home,0.004151,positive,CAR
rest_days_home,0.003513,positive,CAR
rest_days_diff,-0.003309,negative,CAR
rest_short_diff,-0.003111,negative,CAR
div_game,0.003073,positive,CAR
prime_time,-0.001906,negative,CAR
