feature,shap_value,signed_effect,perspective_team
ewm_net_pts_diff,-0.127347,negative,DAL
win_pct_diff,0.107841,positive,DAL
ewm_net_pts_home,-0.063902,negative,DAL
pace_plays_min_diff,0.047364,positive,DAL
ewm_ypp_away,0.045306,positive,DAL
elo_home,0.04363,positive,DAL
travel_miles_diff,0.039185,positive,DAL
elo_away,0.039052,positive,DAL
ewm_ypp_diff,0.033108,positive,DAL
elo_diff,0.024252,positive,DAL
altitude_home,0.021011,positive,DAL
ewm_net_pts_away,0.012767,positive,DAL
rest_days_away,0.008909,positive,DAL
is_dome_home,-0.008876,negative,DAL
prime_time,0.008264,positive,DAL
rest_days_home,0.006457,positive,DAL
win_pct_away,0.004799,positive,DAL
rest_days_diff,0.001064,positive,DAL
div_game,0.000889,positive,DAL
ewm_ypp_home,-0.000734,negative,DAL
win_pct_home,0.000563,positive,DAL
rest_short_diff,0.000185,positive,DAL
