feature,shap_value,signed_effect,perspective_team
elo_diff,-0.133118,negative,DAL
win_pct_diff,-0.107314,negative,DAL
ewm_net_pts_diff,-0.07652,negative,DAL
elo_away,-0.065069,negative,DAL
ewm_ypp_away,-0.049617,negative,DAL
pace_plays_min_diff,0.048093,positive,DAL
ewm_net_pts_home,-0.03834,negative,DAL
ewm_ypp_diff,-0.032477,negative,DAL
travel_miles_diff,0.031782,positive,DAL
elo_home,0.029868,positive,DAL
ewm_net_pts_away,-0.019024,negative,DAL
win_pct_away,-0.0119,negative,DAL
win_pct_home,-0.011581,negative,DAL
altitude_home,-0.008861,negative,DAL
rest_days_away,0.004069,positive,DAL
prime_time,-0.002429,negative,DAL
rest_days_home,0.002254,positive,DAL
div_game,0.001329,positive,DAL
rest_days_diff,-0.001219,negative,DAL
ewm_ypp_home,-0.000317,negative,DAL
is_dome_home,0.000287,positive,DAL
rest_short_diff,-0.000118,negative,DAL
