feature,shap_value,signed_effect,perspective_team
elo_diff,-0.091033,negative,SF
travel_miles_diff,-0.081298,negative,SF
pace_plays_min_diff,0.072424,positive,SF
ewm_net_pts_home,0.067015,positive,SF
elo_away,-0.061016,negative,SF
ewm_ypp_away,0.0523,positive,SF
ewm_ypp_diff,0.048433,positive,SF
elo_home,0.044257,positive,SF
ewm_net_pts_diff,-0.043365,negative,SF
prime_time,0.019326,positive,SF
altitude_home,-0.017921,negative,SF
ewm_net_pts_away,-0.017581,negative,SF
ewm_ypp_home,0.011761,positive,SF
win_pct_away,0.010152,positive,SF
rest_days_away,-0.008952,negative,SF
is_dome_home,0.008896,positive,SF
rest_days_home,0.005126,positive,SF
win_pct_home,0.002452,positive,SF
div_game,0.002432,positive,SF
rest_days_diff,0.001915,positive,SF
win_pct_diff,0.001753,positive,SF
rest_short_diff,0.000182,positive,SF
