feature,shap_value,signed_effect,perspective_team
elo_diff,-0.141031,negative,TB
ewm_ypp_away,0.128655,positive,TB
travel_miles_diff,-0.061442,negative,TB
pace_plays_min_diff,0.059416,positive,TB
ewm_net_pts_diff,-0.05903,negative,TB
elo_away,-0.055025,negative,TB
elo_home,0.043578,positive,TB
ewm_ypp_diff,0.043074,positive,TB
win_pct_diff,0.015691,positive,TB
ewm_net_pts_away,0.013985,positive,TB
win_pct_home,0.009518,positive,TB
is_dome_home,0.009504,positive,TB
rest_days_diff,0.007142,positive,TB
win_pct_away,0.006822,positive,TB
rest_days_away,0.006728,positive,TB
altitude_home,-0.00665,negative,TB
rest_days_home,0.005354,positive,TB
prime_time,-0.005174,negative,TB
ewm_ypp_home,-0.005003,negative,TB
ewm_net_pts_home,-0.004889,negative,TB
div_game,0.001204,positive,TB
rest_short_diff,0.000603,positive,TB
