feature,shap_value,signed_effect,perspective_team
elo_diff,-0.152802,negative,CAR
travel_miles_diff,-0.111222,negative,CAR
ewm_net_pts_diff,-0.109755,negative,CAR
ewm_ypp_away,-0.088185,negative,CAR
elo_home,-0.073714,negative,CAR
pace_plays_min_diff,0.07079,positive,CAR
elo_away,-0.057497,negative,CAR
ewm_ypp_diff,-0.055026,negative,CAR
ewm_net_pts_home,-0.031073,negative,CAR
altitude_home,0.023791,positive,CAR
win_pct_diff,-0.023083,negative,CAR
ewm_net_pts_away,0.012765,positive,CAR
is_dome_home,0.012671,positive,CAR
win_pct_home,0.010221,positive,CAR
win_pct_away,0.008188,positive,CAR
ewm_ypp_home,0.004481,positive,CAR
prime_time,-0.00326,negative,CAR
rest_days_diff,0.002751,positive,CAR
rest_days_home,0.002467,positive,CAR
div_game,0.002017,positive,CAR
rest_days_away,-0.000647,negative,CAR
rest_short_diff,-0.000383,negative,CAR
