feature,shap_value,signed_effect,perspective_team
ewm_net_pts_diff,0.153015,positive,MIN
elo_diff,0.113631,positive,MIN
ewm_net_pts_home,0.058868,positive,MIN
ewm_ypp_away,0.048912,positive,MIN
ewm_ypp_diff,-0.04484,negative,MIN
elo_away,0.038336,positive,MIN
altitude_home,0.033314,positive,MIN
rest_days_away,-0.029434,negative,MIN
is_dome_home,-0.025776,negative,MIN
pace_plays_min_diff,0.02356,positive,MIN
rest_days_diff,-0.019002,negative,MIN
travel_miles_diff,-0.017465,negative,MIN
elo_home,0.013078,positive,MIN
win_pct_away,-0.012965,negative,MIN
ewm_net_pts_away,0.010785,positive,MIN
win_pct_home,0.008419,positive,MIN
ewm_ypp_home,-0.007563,negative,MIN
rest_days_home,0.003345,positive,MIN
prime_time,-0.001815,negative,MIN
div_game,0.000623,positive,MIN
rest_short_diff,-0.000533,negative,MIN
win_pct_diff,-4e-05,negative,MIN
