feature,shap_value,signed_effect,perspective_team
ewm_net_pts_diff,0.114744,positive,KC
ewm_ypp_home,-0.090939,negative,KC
ewm_net_pts_home,-0.063413,negative,KC
ewm_ypp_diff,-0.06167,negative,KC
ewm_ypp_away,0.057263,positive,KC
elo_away,0.056073,positive,KC
elo_diff,0.050396,positive,KC
travel_miles_diff,0.04164,positive,KC
pace_plays_min_diff,0.039648,positive,KC
elo_home,0.030446,positive,KC
ewm_net_pts_away,0.020974,positive,KC
altitude_home,0.017852,positive,KC
is_dome_home,0.007969,positive,KC
div_game,-0.004724,negative,KC
rest_days_away,0.003667,positive,KC
rest_days_home,0.002524,positive,KC
prime_time,-0.00207,negative,KC
win_pct_away,0.001935,positive,KC
rest_days_diff,-0.001479,negative,KC
win_pct_diff,0.000697,positive,KC
rest_short_diff,-0.000535,negative,KC
win_pct_home,0.000495,positive,KC
