feature,shap_value,signed_effect,perspective_team
ewm_ypp_diff,0.18218,positive,LA
ewm_net_pts_diff,0.175125,positive,LA
ewm_ypp_away,0.126804,positive,LA
ewm_net_pts_home,0.054339,positive,LA
elo_diff,0.051705,positive,LA
ewm_net_pts_away,0.043519,positive,LA
elo_away,-0.039923,negative,LA
travel_miles_diff,0.031835,positive,LA
is_dome_home,-0.024613,negative,LA
pace_plays_min_diff,0.019978,positive,LA
prime_time,0.01549,positive,LA
win_pct_home,0.013247,positive,LA
rest_days_home,-0.012148,negative,LA
ewm_ypp_home,-0.011105,negative,LA
win_pct_away,0.008135,positive,LA
rest_days_away,0.008044,positive,LA
win_pct_diff,0.005082,positive,LA
altitude_home,-0.005004,negative,LA
div_game,0.003819,positive,LA
rest_days_diff,-0.003779,negative,LA
elo_home,-0.000819,negative,LA
rest_short_diff,-0.000124,negative,LA
