feature,shap_value,signed_effect,perspective_team
elo_diff,-0.15647,negative,NYJ
ewm_net_pts_home,-0.127205,negative,NYJ
ewm_ypp_diff,-0.089288,negative,NYJ
ewm_net_pts_diff,-0.086353,negative,NYJ
pace_plays_min_diff,0.053017,positive,NYJ
ewm_ypp_home,-0.052999,negative,NYJ
ewm_ypp_away,-0.040334,negative,NYJ
elo_away,-0.039215,negative,NYJ
travel_miles_diff,0.025607,positive,NYJ
elo_home,-0.012298,negative,NYJ
is_dome_home,0.012106,positive,NYJ
win_pct_away,0.012066,positive,NYJ
altitude_home,-0.010554,negative,NYJ
win_pct_diff,-0.009808,negative,NYJ
ewm_net_pts_away,-0.008607,negative,NYJ
div_game,-0.008069,negative,NYJ
rest_days_diff,-0.005648,negative,NYJ
rest_days_home,0.005418,positive,NYJ
rest_days_away,-0.005273,negative,NYJ
win_pct_home,0.004746,positive,NYJ
rest_short_diff,-0.003188,negative,NYJ
prime_time,-0.001702,negative,NYJ
