feature,shap_value,signed_effect,perspective_team
elo_diff,0.118375,positive,KC
ewm_ypp_home,-0.069516,negative,KC
ewm_ypp_away,0.060076,positive,KC
ewm_ypp_diff,-0.05474,negative,KC
ewm_net_pts_home,-0.045813,negative,KC
elo_away,0.041886,positive,KC
elo_home,0.032521,positive,KC
ewm_net_pts_diff,-0.032248,negative,KC
altitude_home,0.02668,positive,KC
ewm_net_pts_away,0.022187,positive,KC
win_pct_away,0.020517,positive,KC
win_pct_diff,0.014933,positive,KC
rest_short_diff,0.008252,positive,KC
travel_miles_diff,-0.007556,negative,KC
win_pct_home,-0.007341,negative,KC
pace_plays_min_diff,-0.007244,negative,KC
is_dome_home,0.005233,positive,KC
rest_days_diff,0.005203,positive,KC
rest_days_away,0.004067,positive,KC
rest_days_home,0.002261,positive,KC
div_game,0.000983,positive,KC
prime_time,-7e-06,negative,KC
