feature,shap_value,signed_effect,perspective_team
ewm_net_pts_diff,0.154364,positive,JAX
elo_diff,0.127664,positive,JAX
ewm_net_pts_home,0.110637,positive,JAX
ewm_ypp_away,0.096795,positive,JAX
win_pct_diff,0.093176,positive,JAX
ewm_ypp_diff,0.059928,positive,JAX
travel_miles_diff,0.055694,positive,JAX
rest_days_diff,0.048804,positive,JAX
pace_plays_min_diff,0.042535,positive,JAX
ewm_net_pts_away,0.035639,positive,JAX
elo_away,0.035224,positive,JAX
elo_home,0.034277,positive,JAX
win_pct_away,0.026429,positive,JAX
is_dome_home,0.010534,positive,JAX
rest_days_away,0.009512,positive,JAX
ewm_ypp_home,0.009491,positive,JAX
altitude_home,-0.009353,negative,JAX
win_pct_home,0.008856,positive,JAX
rest_days_home,-0.006604,negative,JAX
div_game,-0.003493,negative,JAX
prime_time,-0.000916,negative,JAX
rest_short_diff,-0.000122,negative,JAX
