feature,shap_value,signed_effect,perspective_team
ewm_ypp_away,0.151249,positive,SF
ewm_net_pts_diff,-0.087937,negative,SF
ewm_net_pts_home,0.065258,positive,SF
travel_miles_diff,0.064797,positive,SF
elo_away,-0.05186,negative,SF
pace_plays_min_diff,0.043197,positive,SF
elo_home,0.027612,positive,SF
ewm_net_pts_away,-0.024008,negative,SF
ewm_ypp_home,0.02292,positive,SF
prime_time,0.017949,positive,SF
elo_diff,0.016158,positive,SF
win_pct_away,-0.014593,negative,SF
is_dome_home,0.01203,positive,SF
ewm_ypp_diff,0.010632,positive,SF
rest_days_away,0.00638,positive,SF
win_pct_home,0.004875,positive,SF
rest_days_home,0.004523,positive,SF
win_pct_diff,-0.0045,negative,SF
altitude_home,-0.003896,negative,SF
div_game,0.003513,positive,SF
rest_days_diff,0.000205,positive,SF
rest_short_diff,-0.000114,negative,SF
