feature,shap_value,signed_effect,perspective_team
ewm_net_pts_diff,0.142641,positive,NO
ewm_ypp_away,0.120151,positive,NO
win_pct_diff,0.070312,positive,NO
elo_home,-0.06612,negative,NO
ewm_ypp_diff,0.05849,positive,NO
travel_miles_diff,0.054067,positive,NO
pace_plays_min_diff,0.037688,positive,NO
ewm_net_pts_home,0.031117,positive,NO
elo_diff,0.021046,positive,NO
ewm_net_pts_away,0.018179,positive,NO
ewm_ypp_home,0.017465,positive,NO
is_dome_home,-0.015174,negative,NO
elo_away,0.014143,positive,NO
win_pct_home,0.011814,positive,NO
rest_days_away,0.008619,positive,NO
div_game,-0.00663,negative,NO
altitude_home,-0.006288,negative,NO
rest_days_home,0.005022,positive,NO
win_pct_away,0.001998,positive,NO
rest_days_diff,0.000488,positive,NO
rest_short_diff,-0.000419,negative,NO
prime_time,-0.000217,negative,NO
