feature,shap_value,signed_effect,perspective_team
ewm_ypp_away,0.082156,positive,CAR
ewm_net_pts_diff,-0.076696,negative,CAR
pace_plays_min_diff,0.072564,positive,CAR
elo_home,-0.071923,negative,CAR
elo_away,0.046063,positive,CAR
ewm_net_pts_home,-0.042346,negative,CAR
altitude_home,0.031146,positive,CAR
ewm_ypp_diff,-0.02911,negative,CAR
elo_diff,-0.011933,negative,CAR
win_pct_away,0.010691,positive,CAR
ewm_ypp_home,0.010115,positive,CAR
is_dome_home,0.00888,positive,CAR
travel_miles_diff,0.00838,positive,CAR
win_pct_diff,-0.008062,negative,CAR
win_pct_home,0.007753,positive,CAR
ewm_net_pts_away,-0.006826,negative,CAR
rest_days_home,0.006304,positive,CAR
rest_days_away,0.004072,positive,CAR
div_game,-0.002505,negative,CAR
prime_time,-0.001836,negative,CAR
rest_short_diff,-0.000346,negative,CAR
rest_days_diff,2e-05,positive,CAR
