feature,shap_value,signed_effect,perspective_team
ewm_ypp_away,-0.108205,negative,DAL
ewm_net_pts_diff,-0.102466,negative,DAL
pace_plays_min_diff,0.053041,positive,DAL
ewm_net_pts_home,-0.05176,negative,DAL
travel_miles_diff,0.033128,positive,DAL
elo_home,0.029587,positive,DAL
elo_away,-0.01894,negative,DAL
ewm_net_pts_away,-0.017478,negative,DAL
win_pct_away,0.015239,positive,DAL
win_pct_diff,-0.014976,negative,DAL
prime_time,0.013159,positive,DAL
altitude_home,0.011503,positive,DAL
elo_diff,-0.00936,negative,DAL
ewm_ypp_home,0.006911,positive,DAL
is_dome_home,-0.006529,negative,DAL
rest_days_home,0.005231,positive,DAL
rest_days_away,0.003628,positive,DAL
ewm_ypp_diff,0.003035,positive,DAL
div_game,0.002855,positive,DAL
win_pct_home,0.001124,positive,DAL
rest_days_diff,-0.000572,negative,DAL
rest_short_diff,-0.000272,negative,DAL
