feature,shap_value,signed_effect,perspective_team
ewm_ypp_away,-0.102705,negative,BAL
elo_away,-0.073015,negative,BAL
ewm_ypp_home,-0.068122,negative,BAL
pace_plays_min_diff,0.056517,positive,BAL
travel_miles_diff,-0.052899,negative,BAL
ewm_net_pts_home,0.046595,positive,BAL
altitude_home,-0.022053,negative,BAL
ewm_net_pts_away,-0.021581,negative,BAL
ewm_ypp_diff,0.020823,positive,BAL
win_pct_diff,-0.018684,negative,BAL
rest_days_home,-0.015425,negative,BAL
elo_home,0.015312,positive,BAL
rest_days_diff,-0.011985,negative,BAL
is_dome_home,0.008874,positive,BAL
win_pct_away,0.006538,positive,BAL
div_game,-0.006325,negative,BAL
ewm_net_pts_diff,0.005417,positive,BAL
rest_days_away,0.004993,positive,BAL
win_pct_home,-0.004468,negative,BAL
prime_time,-0.003535,negative,BAL
rest_short_diff,-0.00057,negative,BAL
elo_diff,-0.000318,negative,BAL
