feature,shap_value,signed_effect,perspective_team
ewm_ypp_away,-0.095125,negative,GB
ewm_net_pts_diff,-0.081027,negative,GB
elo_home,0.06005,positive,GB
pace_plays_min_diff,0.059859,positive,GB
ewm_net_pts_home,-0.045738,negative,GB
elo_away,-0.04455,negative,GB
altitude_home,0.03136,positive,GB
ewm_ypp_diff,-0.029823,negative,GB
ewm_net_pts_away,0.018318,positive,GB
ewm_ypp_home,-0.018146,negative,GB
elo_diff,-0.016254,negative,GB
win_pct_away,0.013301,positive,GB
rest_short_diff,0.01113,positive,GB
is_dome_home,0.008877,positive,GB
travel_miles_diff,0.008109,positive,GB
win_pct_diff,-0.007477,negative,GB
rest_days_home,0.00534,positive,GB
rest_days_away,0.003849,positive,GB
div_game,-0.003282,negative,GB
prime_time,-0.002729,negative,GB
rest_days_diff,0.002299,positive,GB
win_pct_home,-0.001507,negative,GB
