feature,shap_value,signed_effect,perspective_team
elo_diff,0.135436,positive,DAL
ewm_net_pts_diff,0.133382,positive,DAL
elo_away,0.091314,positive,DAL
ewm_ypp_away,0.077617,positive,DAL
ewm_net_pts_home,-0.068574,negative,DAL
ewm_ypp_diff,0.052682,positive,DAL
elo_home,0.04702,positive,DAL
ewm_net_pts_away,0.042106,positive,DAL
pace_plays_min_diff,0.021788,positive,DAL
altitude_home,0.016465,positive,DAL
ewm_ypp_home,0.010782,positive,DAL
rest_days_away,0.009631,positive,DAL
is_dome_home,-0.008218,negative,DAL
win_pct_home,0.002817,positive,DAL
div_game,0.002783,positive,DAL
win_pct_away,0.002017,positive,DAL
rest_days_home,0.001826,positive,DAL
prime_time,-0.001781,negative,DAL
win_pct_diff,-0.000711,negative,DAL
rest_short_diff,-0.000291,negative,DAL
travel_miles_diff,-0.000119,negative,DAL
rest_days_diff,-6.3e-05,negative,DAL
