feature,shap_value,signed_effect,perspective_team
ewm_ypp_away,-0.097292,negative,GB
elo_diff,0.075548,positive,GB
ewm_net_pts_diff,-0.069016,negative,GB
elo_home,0.060922,positive,GB
pace_plays_min_diff,0.049201,positive,GB
ewm_net_pts_home,-0.047336,negative,GB
altitude_home,0.033973,positive,GB
ewm_ypp_diff,-0.029562,negative,GB
ewm_net_pts_away,-0.018708,negative,GB
ewm_ypp_home,-0.017661,negative,GB
win_pct_diff,-0.013002,negative,GB
win_pct_away,-0.011348,negative,GB
is_dome_home,0.010219,positive,GB
elo_away,-0.00666,negative,GB
rest_days_away,0.003242,positive,GB
win_pct_home,-0.002886,negative,GB
rest_days_home,0.002565,positive,GB
div_game,-0.002532,negative,GB
rest_days_diff,-0.002373,negative,GB
prime_time,-0.001716,negative,GB
travel_miles_diff,-0.001041,negative,GB
rest_short_diff,-0.000691,negative,GB
