feature,shap_value,signed_effect,perspective_team
elo_diff,0.148693,positive,BUF
win_pct_diff,-0.118238,negative,BUF
ewm_net_pts_diff,-0.081463,negative,BUF
elo_home,0.078475,positive,BUF
ewm_net_pts_home,0.054565,positive,BUF
ewm_ypp_diff,-0.046374,negative,BUF
ewm_net_pts_away,-0.035969,negative,BUF
ewm_ypp_home,0.033098,positive,BUF
travel_miles_diff,0.031288,positive,BUF
win_pct_away,-0.028565,negative,BUF
pace_plays_min_diff,0.024564,positive,BUF
elo_away,-0.022999,negative,BUF
ewm_ypp_away,-0.020227,negative,BUF
altitude_home,-0.013104,negative,BUF
win_pct_home,0.009642,positive,BUF
is_dome_home,0.009396,positive,BUF
div_game,-0.006653,negative,BUF
rest_days_away,0.003512,positive,BUF
prime_time,-0.001515,negative,BUF
rest_days_diff,-0.001415,negative,BUF
rest_days_home,0.001053,positive,BUF
rest_short_diff,-0.000474,negative,BUF
