feature,shap_value,signed_effect,perspective_team
elo_diff,0.169226,positive,BUF
ewm_net_pts_diff,0.134455,positive,BUF
ewm_ypp_away,-0.126241,negative,BUF
ewm_net_pts_home,0.073641,positive,BUF
elo_home,0.053131,positive,BUF
ewm_ypp_diff,0.036314,positive,BUF
pace_plays_min_diff,0.032181,positive,BUF
travel_miles_diff,0.022646,positive,BUF
ewm_net_pts_away,-0.016408,negative,BUF
altitude_home,-0.012649,negative,BUF
is_dome_home,0.011887,positive,BUF
prime_time,0.011673,positive,BUF
win_pct_diff,-0.011653,negative,BUF
ewm_ypp_home,0.007108,positive,BUF
win_pct_away,0.007053,positive,BUF
rest_days_away,0.005096,positive,BUF
elo_away,-0.004993,negative,BUF
rest_days_home,0.004361,positive,BUF
div_game,0.003678,positive,BUF
rest_days_diff,-0.002143,negative,BUF
win_pct_home,0.001024,positive,BUF
rest_short_diff,-0.000699,negative,BUF
