feature,shap_value,signed_effect,perspective_team
ewm_net_pts_diff,-0.115085,negative,CHI
ewm_ypp_away,-0.107286,negative,CHI
pace_plays_min_diff,0.058283,positive,CHI
ewm_ypp_diff,0.037788,positive,CHI
win_pct_diff,-0.024143,negative,CHI
ewm_ypp_home,0.020227,positive,CHI
elo_away,-0.019572,negative,CHI
ewm_net_pts_away,-0.01905,negative,CHI
rest_days_home,-0.01829,negative,CHI
ewm_net_pts_home,0.016145,positive,CHI
travel_miles_diff,-0.016123,negative,CHI
altitude_home,0.015956,positive,CHI
elo_home,0.015122,positive,CHI
win_pct_away,0.014042,positive,CHI
is_dome_home,0.011429,positive,CHI
rest_days_diff,-0.009858,negative,CHI
win_pct_home,-0.004541,negative,CHI
rest_days_away,0.004054,positive,CHI
prime_time,-0.003182,negative,CHI
div_game,0.002541,positive,CHI
elo_diff,0.001958,positive,CHI
rest_short_diff,-0.000325,negative,CHI
