feature,shap_value,signed_effect,perspective_team
ewm_net_pts_diff,0.157115,positive,MIN
elo_diff,0.131875,positive,MIN
ewm_ypp_away,0.067324,positive,MIN
ewm_net_pts_home,0.065369,positive,MIN
ewm_ypp_diff,-0.06197,negative,MIN
travel_miles_diff,0.055754,positive,MIN
altitude_home,0.030517,positive,MIN
pace_plays_min_diff,0.028015,positive,MIN
is_dome_home,-0.024785,negative,MIN
elo_away,0.019007,positive,MIN
ewm_ypp_home,-0.017567,negative,MIN
ewm_net_pts_away,0.016531,positive,MIN
elo_home,0.015531,positive,MIN
win_pct_diff,0.013043,positive,MIN
win_pct_home,0.008106,positive,MIN
win_pct_away,0.007284,positive,MIN
rest_days_away,0.007198,positive,MIN
rest_days_home,0.002639,positive,MIN
rest_short_diff,-0.002337,negative,MIN
prime_time,-0.001528,negative,MIN
rest_days_diff,-0.001257,negative,MIN
div_game,0.00116,positive,MIN
