feature,shap_value,signed_effect,perspective_team
ewm_net_pts_diff,0.169976,positive,TB
elo_diff,-0.115,negative,TB
win_pct_diff,-0.09682,negative,TB
pace_plays_min_diff,0.086688,positive,TB
ewm_ypp_away,0.054396,positive,TB
elo_home,0.048649,positive,TB
elo_away,-0.040077,negative,TB
ewm_net_pts_away,0.02971,positive,TB
ewm_ypp_diff,-0.027346,negative,TB
ewm_ypp_home,-0.020131,negative,TB
travel_miles_diff,0.018841,positive,TB
rest_days_away,-0.010335,negative,TB
win_pct_home,-0.008758,negative,TB
win_pct_away,0.007893,positive,TB
altitude_home,-0.007408,negative,TB
is_dome_home,0.006861,positive,TB
ewm_net_pts_home,-0.0056,negative,TB
prime_time,-0.003897,negative,TB
rest_days_home,0.003687,positive,TB
div_game,0.002036,positive,TB
rest_days_diff,0.001138,positive,TB
rest_short_diff,0.000106,positive,TB
