feature,shap_value,signed_effect,perspective_team
elo_diff,-0.142053,negative,MIA
ewm_ypp_away,0.129296,positive,MIA
ewm_net_pts_diff,-0.101368,negative,MIA
travel_miles_diff,-0.09798,negative,MIA
ewm_net_pts_home,-0.083971,negative,MIA
pace_plays_min_diff,0.065189,positive,MIA
ewm_ypp_diff,0.054452,positive,MIA
elo_away,-0.051615,negative,MIA
elo_home,0.023114,positive,MIA
ewm_ypp_home,0.016039,positive,MIA
win_pct_diff,-0.010349,negative,MIA
is_dome_home,0.010234,positive,MIA
ewm_net_pts_away,0.009223,positive,MIA
rest_days_away,-0.00911,negative,MIA
win_pct_away,0.005928,positive,MIA
prime_time,-0.0054,negative,MIA
rest_days_home,0.005123,positive,MIA
win_pct_home,0.00265,positive,MIA
altitude_home,-0.001642,negative,MIA
div_game,0.001344,positive,MIA
rest_days_diff,0.001203,positive,MIA
rest_short_diff,0.000513,positive,MIA
