feature,shap_value,signed_effect,perspective_team
ewm_ypp_away,0.100361,positive,NO
travel_miles_diff,0.059408,positive,NO
elo_home,-0.058517,negative,NO
ewm_ypp_diff,0.049564,positive,NO
pace_plays_min_diff,0.044067,positive,NO
elo_away,0.043411,positive,NO
elo_diff,-0.040802,negative,NO
ewm_net_pts_home,0.036823,positive,NO
ewm_ypp_home,0.019651,positive,NO
rest_days_away,-0.01279,negative,NO
ewm_net_pts_away,-0.012165,negative,NO
win_pct_away,0.009935,positive,NO
win_pct_diff,-0.009146,negative,NO
rest_days_home,-0.008465,negative,NO
prime_time,0.007148,positive,NO
win_pct_home,0.007013,positive,NO
altitude_home,-0.006523,negative,NO
rest_days_diff,-0.004928,negative,NO
div_game,-0.004919,negative,NO
is_dome_home,-0.003742,negative,NO
ewm_net_pts_diff,-0.001704,negative,NO
rest_short_diff,-0.000522,negative,NO
