feature,shap_value,signed_effect,perspective_team
ewm_net_pts_diff,-0.09525,negative,DEN
ewm_ypp_away,-0.090644,negative,DEN
ewm_net_pts_home,0.067918,positive,DEN
elo_away,-0.05726,negative,DEN
elo_home,0.05294,positive,DEN
pace_plays_min_diff,0.049775,positive,DEN
elo_diff,0.033815,positive,DEN
win_pct_away,-0.02436,negative,DEN
ewm_ypp_diff,-0.023737,negative,DEN
win_pct_diff,-0.023533,negative,DEN
win_pct_home,0.023075,positive,DEN
ewm_ypp_home,-0.01985,negative,DEN
is_dome_home,0.017661,positive,DEN
ewm_net_pts_away,-0.013757,negative,DEN
travel_miles_diff,0.013747,positive,DEN
altitude_home,-0.013391,negative,DEN
prime_time,0.009264,positive,DEN
rest_days_home,0.004906,positive,DEN
rest_days_away,0.003179,positive,DEN
div_game,0.002568,positive,DEN
rest_days_diff,-0.001541,negative,DEN
rest_short_diff,-0.000669,negative,DEN
