feature,shap_value,signed_effect,perspective_team
elo_diff,-0.118701,negative,TEN
ewm_ypp_away,0.082066,positive,TEN
ewm_net_pts_home,-0.071998,negative,TEN
pace_plays_min_diff,0.057176,positive,TEN
ewm_net_pts_diff,-0.051758,negative,TEN
ewm_ypp_diff,-0.033621,negative,TEN
travel_miles_diff,0.023542,positive,TEN
elo_away,0.022052,positive,TEN
ewm_net_pts_away,0.021425,positive,TEN
altitude_home,-0.013462,negative,TEN
elo_home,-0.01163,negative,TEN
win_pct_diff,-0.011562,negative,TEN
ewm_ypp_home,-0.008709,negative,TEN
is_dome_home,0.008096,positive,TEN
rest_days_home,0.006808,positive,TEN
rest_days_away,0.005296,positive,TEN
win_pct_home,-0.001889,negative,TEN
prime_time,-0.001817,negative,TEN
div_game,0.001593,positive,TEN
rest_short_diff,-0.00052,negative,TEN
rest_days_diff,0.000482,positive,TEN
win_pct_away,0.000156,positive,TEN
