feature,shap_value,signed_effect,perspective_team
ewm_net_pts_diff,0.138793,positive,MIN
ewm_ypp_away,-0.116685,negative,MIN
ewm_net_pts_home,0.057734,positive,MIN
ewm_ypp_diff,-0.044258,negative,MIN
pace_plays_min_diff,0.043043,positive,MIN
elo_away,-0.039115,negative,MIN
is_dome_home,-0.027298,negative,MIN
altitude_home,0.027209,positive,MIN
ewm_net_pts_away,0.024849,positive,MIN
elo_home,0.020641,positive,MIN
win_pct_away,0.016138,positive,MIN
rest_days_home,-0.015308,negative,MIN
rest_days_diff,-0.011149,negative,MIN
prime_time,0.008028,positive,MIN
ewm_ypp_home,0.005771,positive,MIN
div_game,-0.005761,negative,MIN
rest_days_away,0.005476,positive,MIN
travel_miles_diff,0.005211,positive,MIN
win_pct_diff,-0.003597,negative,MIN
elo_diff,-0.002419,negative,MIN
rest_short_diff,-0.000583,negative,MIN
win_pct_home,-0.000471,negative,MIN
