feature,shap_value,signed_effect,perspective_team
ewm_net_pts_home,0.071667,positive,SEA
elo_diff,0.065196,positive,SEA
elo_home,0.058254,positive,SEA
pace_plays_min_diff,0.046782,positive,SEA
ewm_ypp_diff,-0.043159,negative,SEA
elo_away,-0.040595,negative,SEA
travel_miles_diff,0.035867,positive,SEA
ewm_ypp_away,-0.025774,negative,SEA
ewm_net_pts_diff,-0.025037,negative,SEA
ewm_net_pts_away,-0.024948,negative,SEA
win_pct_away,0.021996,positive,SEA
altitude_home,-0.016444,negative,SEA
is_dome_home,0.012593,positive,SEA
ewm_ypp_home,0.010463,positive,SEA
win_pct_diff,0.008724,positive,SEA
prime_time,0.007705,positive,SEA
rest_days_home,0.004847,positive,SEA
div_game,-0.004746,negative,SEA
rest_days_diff,-0.003513,negative,SEA
win_pct_home,-0.002581,negative,SEA
rest_days_away,0.00164,positive,SEA
rest_short_diff,-0.000729,negative,SEA
