feature,shap_value,signed_effect,perspective_team
elo_diff,-0.164899,negative,NYJ
ewm_net_pts_home,-0.109694,negative,NYJ
win_pct_diff,-0.106252,negative,NYJ
ewm_net_pts_diff,-0.090388,negative,NYJ
ewm_ypp_diff,-0.060576,negative,NYJ
ewm_ypp_home,-0.052081,negative,NYJ
ewm_ypp_away,0.041549,positive,NYJ
elo_away,-0.041323,negative,NYJ
pace_plays_min_diff,-0.020444,negative,NYJ
travel_miles_diff,0.018269,positive,NYJ
win_pct_home,-0.014682,negative,NYJ
altitude_home,-0.013623,negative,NYJ
ewm_net_pts_away,0.012358,positive,NYJ
win_pct_away,0.008167,positive,NYJ
elo_home,-0.007265,negative,NYJ
is_dome_home,0.00693,positive,NYJ
rest_days_home,0.005598,positive,NYJ
rest_days_away,0.004065,positive,NYJ
prime_time,-0.003272,negative,NYJ
div_game,0.003143,positive,NYJ
rest_days_diff,-0.00046,negative,NYJ
rest_short_diff,-0.000287,negative,NYJ
