feature,shap_value,signed_effect,perspective_team
ewm_net_pts_diff,0.137708,positive,NYG
ewm_ypp_away,0.119923,positive,NYG
ewm_net_pts_home,0.064921,positive,NYG
pace_plays_min_diff,0.061515,positive,NYG
elo_home,-0.054928,negative,NYG
elo_diff,-0.052044,negative,NYG
ewm_ypp_diff,0.050731,positive,NYG
ewm_net_pts_away,0.022939,positive,NYG
elo_away,0.010875,positive,NYG
altitude_home,-0.010418,negative,NYG
ewm_ypp_home,0.008686,positive,NYG
is_dome_home,0.007596,positive,NYG
win_pct_away,0.007437,positive,NYG
rest_days_away,0.007277,positive,NYG
travel_miles_diff,-0.007177,negative,NYG
rest_days_home,0.005031,positive,NYG
win_pct_diff,0.003909,positive,NYG
div_game,0.003761,positive,NYG
win_pct_home,0.003082,positive,NYG
prime_time,-0.001353,negative,NYG
rest_days_diff,-0.000581,negative,NYG
rest_short_diff,-0.000548,negative,NYG
