feature,shap_value,signed_effect,perspective_team
ewm_net_pts_diff,-0.093408,negative,DAL
elo_diff,-0.091244,negative,DAL
ewm_ypp_away,-0.090418,negative,DAL
win_pct_diff,-0.070745,negative,DAL
pace_plays_min_diff,0.0589,positive,DAL
elo_away,-0.055569,negative,DAL
ewm_net_pts_home,-0.043321,negative,DAL
elo_home,0.038459,positive,DAL
ewm_net_pts_away,-0.022671,negative,DAL
altitude_home,0.014319,positive,DAL
win_pct_away,-0.009933,negative,DAL
is_dome_home,-0.006853,negative,DAL
rest_days_home,0.005296,positive,DAL
ewm_ypp_diff,0.004985,positive,DAL
rest_days_away,0.00481,positive,DAL
ewm_ypp_home,0.004269,positive,DAL
prime_time,-0.003276,negative,DAL
rest_days_diff,-0.002118,negative,DAL
div_game,0.00115,positive,DAL
travel_miles_diff,0.0011,positive,DAL
win_pct_home,0.000199,positive,DAL
rest_short_diff,8.5e-05,positive,DAL
