feature,shap_value,signed_effect,perspective_team
ewm_net_pts_diff,0.20714,positive,NE
ewm_ypp_diff,0.187232,positive,NE
elo_diff,0.118505,positive,NE
ewm_ypp_home,0.117284,positive,NE
ewm_net_pts_home,0.111232,positive,NE
win_pct_diff,0.100775,positive,NE
elo_away,0.081326,positive,NE
ewm_ypp_away,0.074256,positive,NE
ewm_net_pts_away,0.045218,positive,NE
travel_miles_diff,-0.039006,negative,NE
win_pct_away,0.038945,positive,NE
pace_plays_min_diff,0.026816,positive,NE
elo_home,0.026334,positive,NE
rest_days_away,0.008609,positive,NE
is_dome_home,0.008491,positive,NE
win_pct_home,0.004768,positive,NE
rest_days_home,0.004678,positive,NE
rest_days_diff,-0.002563,negative,NE
prime_time,-0.002126,negative,NE
div_game,0.001819,positive,NE
altitude_home,-0.001044,negative,NE
rest_short_diff,4e-05,positive,NE
