feature,shap_value,signed_effect,perspective_team
ewm_net_pts_diff,0.156357,positive,JAX
ewm_net_pts_home,0.124276,positive,JAX
elo_diff,0.122665,positive,JAX
ewm_ypp_away,0.102158,positive,JAX
win_pct_diff,0.084308,positive,JAX
travel_miles_diff,0.063152,positive,JAX
rest_days_away,-0.055767,negative,JAX
pace_plays_min_diff,0.038835,positive,JAX
elo_home,0.027315,positive,JAX
ewm_ypp_diff,0.023854,positive,JAX
ewm_net_pts_away,0.019139,positive,JAX
win_pct_home,0.012748,positive,JAX
elo_away,0.01202,positive,JAX
ewm_ypp_home,0.011464,positive,JAX
rest_days_home,-0.00722,negative,JAX
altitude_home,-0.004722,negative,JAX
is_dome_home,0.004707,positive,JAX
win_pct_away,0.002781,positive,JAX
prime_time,-0.001168,negative,JAX
div_game,0.000635,positive,JAX
rest_days_diff,0.000225,positive,JAX
rest_short_diff,-0.000217,negative,JAX
