feature,shap_value,signed_effect,perspective_team
win_pct_diff,0.12422,positive,MIA
ewm_ypp_away,0.119452,positive,MIA
ewm_net_pts_diff,-0.10719,negative,MIA
elo_diff,-0.084453,negative,MIA
ewm_net_pts_home,-0.081954,negative,MIA
ewm_ypp_diff,0.038351,positive,MIA
elo_away,-0.027916,negative,MIA
elo_home,0.026466,positive,MIA
win_pct_away,0.01998,positive,MIA
ewm_net_pts_away,0.016256,positive,MIA
win_pct_home,0.01096,positive,MIA
pace_plays_min_diff,-0.010311,negative,MIA
altitude_home,-0.009835,negative,MIA
travel_miles_diff,0.007676,positive,MIA
rest_days_away,0.006919,positive,MIA
is_dome_home,0.006273,positive,MIA
rest_days_home,0.004788,positive,MIA
prime_time,-0.004573,negative,MIA
ewm_ypp_home,-0.002589,negative,MIA
div_game,0.002194,positive,MIA
rest_days_diff,0.00034,positive,MIA
rest_short_diff,0.000161,positive,MIA
