feature,shap_value,signed_effect,perspective_team
elo_diff,0.11782,positive,PIT
ewm_net_pts_diff,-0.057396,negative,PIT
rest_days_away,-0.046026,negative,PIT
ewm_ypp_away,0.045646,positive,PIT
elo_away,0.041794,positive,PIT
altitude_home,0.029855,positive,PIT
ewm_ypp_diff,0.026773,positive,PIT
travel_miles_diff,0.019865,positive,PIT
win_pct_diff,0.018875,positive,PIT
elo_home,0.018281,positive,PIT
ewm_net_pts_home,-0.015568,negative,PIT
ewm_net_pts_away,-0.013393,negative,PIT
pace_plays_min_diff,-0.011698,negative,PIT
rest_days_home,-0.008581,negative,PIT
is_dome_home,0.005147,positive,PIT
ewm_ypp_home,0.004479,positive,PIT
win_pct_home,-0.004222,negative,PIT
win_pct_away,0.002274,positive,PIT
prime_time,-0.002156,negative,PIT
div_game,0.000847,positive,PIT
rest_days_diff,-0.000658,negative,PIT
rest_short_diff,-0.000114,negative,PIT
