feature,shap_value,signed_effect,perspective_team
elo_diff,0.15285,positive,GB
ewm_ypp_away,-0.078595,negative,GB
elo_home,0.078367,positive,GB
travel_miles_diff,0.05821,positive,GB
pace_plays_min_diff,0.051306,positive,GB
ewm_net_pts_home,-0.045236,negative,GB
altitude_home,0.035707,positive,GB
ewm_ypp_diff,-0.034933,negative,GB
elo_away,0.033638,positive,GB
ewm_ypp_home,-0.019743,negative,GB
win_pct_away,0.017291,positive,GB
ewm_net_pts_diff,-0.015186,negative,GB
ewm_net_pts_away,0.012815,positive,GB
is_dome_home,0.009196,positive,GB
prime_time,0.008333,positive,GB
rest_days_away,-0.005085,negative,GB
win_pct_home,-0.002674,negative,GB
rest_days_home,0.001815,positive,GB
div_game,0.001406,positive,GB
win_pct_diff,0.001345,positive,GB
rest_short_diff,-0.000636,negative,GB
rest_days_diff,0.000453,positive,GB
