feature,shap_value,signed_effect,perspective_team
ewm_net_pts_diff,0.146973,positive,CIN
ewm_ypp_away,0.075603,positive,CIN
rest_days_away,-0.054636,negative,CIN
ewm_net_pts_home,0.053679,positive,CIN
ewm_ypp_diff,0.051218,positive,CIN
elo_home,0.036667,positive,CIN
elo_away,0.034649,positive,CIN
rest_days_home,-0.021157,negative,CIN
elo_diff,0.020954,positive,CIN
pace_plays_min_diff,-0.020427,negative,CIN
ewm_net_pts_away,0.015458,positive,CIN
ewm_ypp_home,0.010802,positive,CIN
win_pct_away,0.009287,positive,CIN
is_dome_home,0.004736,positive,CIN
win_pct_home,-0.004232,negative,CIN
div_game,0.003582,positive,CIN
rest_days_diff,0.002792,positive,CIN
travel_miles_diff,0.002344,positive,CIN
win_pct_diff,-0.002175,negative,CIN
prime_time,-0.002088,negative,CIN
altitude_home,-0.000949,negative,CIN
rest_short_diff,-0.000135,negative,CIN
