feature,shap_value,signed_effect,perspective_team
elo_diff,-0.09373,negative,ARI
ewm_net_pts_home,-0.089931,negative,ARI
ewm_net_pts_diff,-0.089039,negative,ARI
ewm_ypp_away,-0.082406,negative,ARI
win_pct_diff,-0.072211,negative,ARI
elo_away,-0.059318,negative,ARI
ewm_net_pts_away,0.032734,positive,ARI
elo_home,0.029535,positive,ARI
pace_plays_min_diff,0.021082,positive,ARI
travel_miles_diff,-0.013138,negative,ARI
ewm_ypp_diff,-0.008783,negative,ARI
ewm_ypp_home,-0.008267,negative,ARI
altitude_home,-0.006999,negative,ARI
rest_days_diff,-0.006819,negative,ARI
rest_days_away,-0.006727,negative,ARI
win_pct_home,-0.005633,negative,ARI
prime_time,-0.002348,negative,ARI
div_game,-0.001645,negative,ARI
rest_days_home,0.001304,positive,ARI
win_pct_away,0.000763,positive,ARI
is_dome_home,-0.0005,negative,ARI
rest_short_diff,-0.000321,negative,ARI
