feature,shap_value,signed_effect,perspective_team
ewm_ypp_diff,0.172994,positive,DET
ewm_net_pts_diff,0.168293,positive,DET
elo_away,0.077129,positive,DET
ewm_ypp_away,0.072526,positive,DET
elo_diff,0.04498,positive,DET
ewm_net_pts_away,-0.038838,negative,DET
ewm_net_pts_home,-0.036347,negative,DET
is_dome_home,-0.013217,negative,DET
ewm_ypp_home,0.01296,positive,DET
pace_plays_min_diff,0.011874,positive,DET
travel_miles_diff,-0.010796,negative,DET
win_pct_diff,0.009762,positive,DET
rest_days_home,-0.007535,negative,DET
rest_days_away,0.006963,positive,DET
elo_home,-0.006578,negative,DET
rest_days_diff,-0.00615,negative,DET
altitude_home,0.002933,positive,DET
div_game,0.001945,positive,DET
win_pct_home,-0.001927,negative,DET
win_pct_away,-0.00095,negative,DET
prime_time,-0.000778,negative,DET
rest_short_diff,-0.000351,negative,DET
