feature,shap_value,signed_effect,perspective_team
ewm_net_pts_diff,0.14107,positive,TEN
ewm_ypp_away,0.085214,positive,TEN
elo_away,0.081492,positive,TEN
ewm_ypp_diff,0.076628,positive,TEN
ewm_net_pts_home,-0.069059,negative,TEN
ewm_ypp_home,-0.057585,negative,TEN
elo_home,-0.043304,negative,TEN
rest_days_away,-0.033689,negative,TEN
ewm_net_pts_away,-0.022217,negative,TEN
rest_days_home,-0.020225,negative,TEN
win_pct_home,-0.01623,negative,TEN
win_pct_away,0.014854,positive,TEN
win_pct_diff,0.01397,positive,TEN
pace_plays_min_diff,-0.008651,negative,TEN
elo_diff,-0.008121,negative,TEN
div_game,0.00423,positive,TEN
is_dome_home,0.003555,positive,TEN
travel_miles_diff,-0.003196,negative,TEN
altitude_home,-0.002722,negative,TEN
prime_time,-0.001275,negative,TEN
rest_short_diff,-0.000511,negative,TEN
rest_days_diff,-0.00023,negative,TEN
