feature,shap_value,signed_effect,perspective_team
elo_diff,0.15894,positive,BAL
ewm_ypp_away,-0.098105,negative,BAL
win_pct_diff,0.088811,positive,BAL
ewm_net_pts_diff,-0.062469,negative,BAL
travel_miles_diff,0.049094,positive,BAL
ewm_net_pts_home,0.041519,positive,BAL
ewm_net_pts_away,-0.037154,negative,BAL
altitude_home,-0.031399,negative,BAL
ewm_ypp_home,-0.028163,negative,BAL
pace_plays_min_diff,-0.025115,negative,BAL
elo_home,0.022798,positive,BAL
ewm_ypp_diff,0.015686,positive,BAL
win_pct_home,0.006354,positive,BAL
is_dome_home,0.005068,positive,BAL
rest_days_away,0.004384,positive,BAL
prime_time,-0.003128,negative,BAL
rest_days_diff,-0.002689,negative,BAL
rest_days_home,0.002417,positive,BAL
elo_away,0.001738,positive,BAL
div_game,0.001608,positive,BAL
win_pct_away,-0.000979,negative,BAL
rest_short_diff,-0.000611,negative,BAL
