feature,shap_value,signed_effect,perspective_team
ewm_net_pts_diff,-0.110453,negative,DET
elo_away,0.087524,positive,DET
pace_plays_min_diff,0.039812,positive,DET
ewm_ypp_away,0.03502,positive,DET
ewm_ypp_diff,0.030852,positive,DET
ewm_ypp_home,0.028724,positive,DET
altitude_home,0.023372,positive,DET
is_dome_home,-0.017725,negative,DET
ewm_net_pts_home,-0.015413,negative,DET
elo_home,-0.015031,negative,DET
rest_days_home,-0.010654,negative,DET
travel_miles_diff,0.008229,positive,DET
ewm_net_pts_away,-0.008128,negative,DET
win_pct_diff,-0.007056,negative,DET
win_pct_away,0.00581,positive,DET
prime_time,0.003917,positive,DET
div_game,0.00151,positive,DET
rest_days_diff,0.0008,positive,DET
rest_days_away,-0.000535,negative,DET
win_pct_home,-0.000531,negative,DET
elo_diff,-0.000226,negative,DET
rest_short_diff,-9.9e-05,negative,DET
